Time,Date,Day,Hum,Temp,Temp_feels,WE-mv,AUX-mv,NaN
15:52:32,12/7/2024,FRI,62.10,22.90,22.87,244.65,231.32,0.08808
15:52:32,12/7/2024,FRI,62.10,22.90,22.87,244.61,231.43,0.08782
15:52:33,12/7/2024,FRI,62.10,22.90,22.87,244.71,231.57,0.08812
15:52:33,12/7/2024,FRI,62.10,22.90,22.87,244.59,231.46,0.08767
15:52:33,12/7/2024,FRI,62.10,22.90,22.87,244.56,231.58,0.08743
15:52:33,12/7/2024,FRI,62.10,22.90,22.87,244.29,231.48,0.08632
15:52:34,12/7/2024,FRI,62.10,22.90,22.87,244.13,231.43,0.08564
15:52:34,12/7/2024,FRI,62.10,22.90,22.87,244.13,231.43,0.08566
15:52:35,12/7/2024,FRI,62.10,22.90,22.87,243.91,231.36,0.08474
15:52:35,12/7/2024,FRI,62.10,22.90,22.87,243.87,231.38,0.08455
15:52:35,12/7/2024,FRI,62.10,22.90,22.87,244.02,231.42,0.08516
15:52:35,12/7/2024,FRI,62.10,22.90,22.87,244.12,231.45,0.08559
15:52:36,12/7/2024,FRI,62.10,22.90,22.87,244.17,231.48,0.08577
15:52:36,12/7/2024,FRI,62.10,22.90,22.87,244.25,231.50,0.08611
15:52:37,12/7/2024,FRI,62.10,22.90,22.87,244.31,231.38,0.08650
15:52:37,12/7/2024,FRI,62.10,22.90,22.87,244.55,231.41,0.08755
15:52:37,12/7/2024,FRI,62.10,22.90,22.87,244.55,231.38,0.08761
15:52:38,12/7/2024,FRI,62.10,22.90,22.87,244.76,231.44,0.08848
15:52:38,12/7/2024,FRI,62.10,22.90,22.87,245.05,231.43,0.08976
15:52:38,12/7/2024,FRI,62.10,22.90,22.87,245.02,231.45,0.08964
15:52:38,12/7/2024,FRI,62.10,22.90,22.87,245.10,231.47,0.08999
15:52:39,12/7/2024,FRI,62.10,22.90,22.87,244.98,231.39,0.08950
15:52:39,12/7/2024,FRI,62.10,22.90,22.87,244.79,231.37,0.08868
15:52:39,12/7/2024,FRI,62.10,22.90,22.87,244.86,231.49,0.08885
15:52:39,12/7/2024,FRI,62.10,22.90,22.87,244.55,231.46,0.08750
15:52:40,12/7/2024,FRI,62.10,22.90,22.87,244.52,231.43,0.08739
15:52:40,12/7/2024,FRI,62.10,22.90,22.87,244.34,231.42,0.08660
15:52:40,12/7/2024,FRI,62.10,22.90,22.87,244.25,231.39,0.08622
15:52:40,12/7/2024,FRI,62.10,22.90,22.87,244.20,231.25,0.08617
15:52:41,12/7/2024,FRI,62.10,22.90,22.87,244.25,231.23,0.08642
15:52:41,12/7/2024,FRI,62.10,22.90,22.87,244.18,231.14,0.08618
15:52:41,12/7/2024,FRI,62.10,22.90,22.87,244.18,231.05,0.08628
15:52:41,12/7/2024,FRI,62.10,22.90,22.87,244.20,230.95,0.08644
15:52:42,12/7/2024,FRI,62.10,22.90,22.87,244.22,230.84,0.08665
15:52:42,12/7/2024,FRI,62.00,22.90,22.86,244.29,230.80,0.08703
15:52:42,12/7/2024,FRI,62.00,22.90,22.86,244.29,230.84,0.08699
15:52:42,12/7/2024,FRI,62.00,22.90,22.86,244.15,230.73,0.08649
15:52:43,12/7/2024,FRI,62.00,22.90,22.86,244.06,230.66,0.08613
15:52:43,12/7/2024,FRI,62.00,22.90,22.86,244.02,230.68,0.08595
15:52:43,12/7/2024,FRI,62.00,22.90,22.86,243.80,230.58,0.08503
15:52:43,12/7/2024,FRI,62.00,22.90,22.86,243.76,230.57,0.08488
15:52:44,12/7/2024,FRI,62.00,22.90,22.86,243.87,230.64,0.08532
15:52:44,12/7/2024,FRI,62.00,22.90,22.86,243.98,230.78,0.08564
15:52:44,12/7/2024,FRI,62.00,22.90,22.86,243.95,230.80,0.08552
15:52:44,12/7/2024,FRI,62.00,22.90,22.86,244.10,230.85,0.08611
15:52:45,12/7/2024,FRI,62.00,22.90,22.86,244.08,230.67,0.08620
15:52:45,12/7/2024,FRI,62.10,22.90,22.87,244.23,230.75,0.08682
15:52:45,12/7/2024,FRI,62.10,22.90,22.87,244.26,230.74,0.08693
15:52:45,12/7/2024,FRI,62.10,22.90,22.87,244.27,230.80,0.08695
15:52:46,12/7/2024,FRI,62.10,22.90,22.87,244.43,230.77,0.08768
15:52:46,12/7/2024,FRI,62.10,22.90,22.87,244.54,230.77,0.08817
15:52:46,12/7/2024,FRI,62.10,22.90,22.87,244.33,230.66,0.08737
15:52:46,12/7/2024,FRI,62.10,22.90,22.87,244.44,230.65,0.08787
15:52:47,12/7/2024,FRI,62.10,22.90,22.87,244.46,230.60,0.08801
15:52:47,12/7/2024,FRI,62.10,22.90,22.87,244.45,230.65,0.08787
15:52:47,12/7/2024,FRI,62.10,22.90,22.87,244.64,230.79,0.08862
15:52:47,12/7/2024,FRI,62.10,22.90,22.87,244.69,230.80,0.08883
15:52:48,12/7/2024,FRI,62.10,22.90,22.87,244.85,230.87,0.08947
15:52:48,12/7/2024,FRI,62.00,22.90,22.86,244.88,230.90,0.08956
15:52:48,12/7/2024,FRI,62.00,22.90,22.86,244.90,230.98,0.08957
15:52:48,12/7/2024,FRI,62.00,22.90,22.86,244.90,231.01,0.08954
15:52:49,12/7/2024,FRI,62.00,22.90,22.86,245.02,231.07,0.09002
15:52:49,12/7/2024,FRI,62.00,22.90,22.86,245.00,231.05,0.08997
15:52:49,12/7/2024,FRI,62.00,22.90,22.86,245.05,231.22,0.09000
15:52:49,12/7/2024,FRI,62.00,22.90,22.86,244.98,231.20,0.08970
15:52:50,12/7/2024,FRI,62.00,22.90,22.86,244.90,231.33,0.08922
15:52:50,12/7/2024,FRI,62.00,22.90,22.86,244.88,231.30,0.08913
15:52:50,12/7/2024,FRI,62.00,22.90,22.86,244.85,231.23,0.08911
15:52:50,12/7/2024,FRI,62.00,22.90,22.86,244.81,231.19,0.08897
15:52:51,12/7/2024,FRI,62.00,22.90,22.86,244.69,231.12,0.08850
15:52:51,12/7/2024,FRI,62.00,22.90,22.86,244.68,231.10,0.08844
15:52:51,12/7/2024,FRI,62.00,22.90,22.86,244.61,231.09,0.08817
15:52:51,12/7/2024,FRI,62.00,22.90,22.86,244.60,231.09,0.08811
15:52:52,12/7/2024,FRI,62.00,22.90,22.86,244.51,231.06,0.08775
15:52:52,12/7/2024,FRI,62.00,22.90,22.86,244.73,231.18,0.08862
15:52:52,12/7/2024,FRI,62.00,22.90,22.86,244.72,231.05,0.08867
15:52:52,12/7/2024,FRI,62.00,22.90,22.86,244.57,230.98,0.08811
15:52:53,12/7/2024,FRI,62.00,22.90,22.86,244.53,230.97,0.08793
15:52:53,12/7/2024,FRI,62.00,22.90,22.86,244.57,230.98,0.08808
15:52:53,12/7/2024,FRI,62.00,22.90,22.86,244.69,231.08,0.08853
15:52:53,12/7/2024,FRI,62.00,22.90,22.86,244.74,231.06,0.08878
15:52:54,12/7/2024,FRI,62.00,22.90,22.86,244.66,230.97,0.08849
15:52:54,12/7/2024,FRI,62.00,22.90,22.86,244.56,230.79,0.08824
15:52:54,12/7/2024,FRI,62.00,22.90,22.86,244.45,230.68,0.08788
15:52:54,12/7/2024,FRI,62.00,22.90,22.86,244.32,230.48,0.08747
15:52:55,12/7/2024,FRI,62.00,22.90,22.86,244.20,230.40,0.08703
15:52:55,12/7/2024,FRI,62.00,22.90,22.86,244.31,230.41,0.08751
15:52:55,12/7/2024,FRI,62.00,22.90,22.86,244.32,230.49,0.08748
15:52:55,12/7/2024,FRI,62.00,22.90,22.86,244.40,230.40,0.08795
15:52:56,12/7/2024,FRI,62.00,22.90,22.86,244.35,230.38,0.08771
15:52:56,12/7/2024,FRI,62.00,22.90,22.86,244.26,230.46,0.08726
15:52:56,12/7/2024,FRI,62.00,22.90,22.86,244.44,230.54,0.08794
15:52:56,12/7/2024,FRI,62.00,22.90,22.86,244.46,230.72,0.08789
15:52:57,12/7/2024,FRI,62.00,22.90,22.86,244.56,230.75,0.08829
15:52:57,12/7/2024,FRI,62.00,22.90,22.86,244.58,230.84,0.08829
15:52:57,12/7/2024,FRI,62.00,22.90,22.86,244.68,230.78,0.08881
15:52:57,12/7/2024,FRI,62.00,22.90,22.86,244.58,230.74,0.08839
15:52:58,12/7/2024,FRI,62.00,22.90,22.86,244.58,230.85,0.08826
15:52:58,12/7/2024,FRI,62.00,22.90,22.86,244.40,230.76,0.08756
15:52:58,12/7/2024,FRI,62.00,22.90,22.86,244.37,230.73,0.08747
15:52:58,12/7/2024,FRI,62.00,22.90,22.86,244.35,230.70,0.08739
15:52:59,12/7/2024,FRI,62.00,22.90,22.86,244.47,230.83,0.08780
15:52:59,12/7/2024,FRI,62.10,23.00,22.98,244.51,230.76,0.08804
15:52:59,12/7/2024,FRI,62.10,23.00,22.98,244.61,230.78,0.08849
15:52:59,12/7/2024,FRI,62.10,23.00,22.98,244.56,230.72,0.08830
15:53:0,12/7/2024,FRI,62.10,23.00,22.98,244.49,230.86,0.08785
15:53:0,12/7/2024,FRI,62.10,23.00,22.98,244.65,230.92,0.08851
15:53:0,12/7/2024,FRI,62.10,23.00,22.98,244.70,230.90,0.08876
15:53:0,12/7/2024,FRI,62.10,23.00,22.98,244.79,231.05,0.08900
15:53:1,12/7/2024,FRI,62.10,23.00,22.98,244.79,231.01,0.08905
15:53:1,12/7/2024,FRI,62.10,23.00,22.98,244.82,230.93,0.08928
15:53:1,12/7/2024,FRI,62.10,23.00,22.98,244.64,230.73,0.08866
15:53:1,12/7/2024,FRI,62.10,23.00,22.98,244.66,230.71,0.08879
15:53:2,12/7/2024,FRI,62.10,23.00,22.98,244.65,230.71,0.08872
15:53:2,12/7/2024,FRI,62.10,23.00,22.98,244.69,230.78,0.08883
15:53:2,12/7/2024,FRI,62.10,23.00,22.98,244.64,230.69,0.08871
15:53:2,12/7/2024,FRI,62.10,23.00,22.98,244.50,230.60,0.08817
15:53:3,12/7/2024,FRI,62.10,23.00,22.98,244.38,230.43,0.08782
15:53:3,12/7/2024,FRI,62.10,23.00,22.98,244.34,230.43,0.08763
15:53:3,12/7/2024,FRI,62.10,23.00,22.98,244.35,230.46,0.08763
15:53:4,12/7/2024,FRI,62.10,23.00,22.98,244.41,230.58,0.08779
15:53:4,12/7/2024,FRI,62.10,23.00,22.98,244.50,230.74,0.08803
15:53:4,12/7/2024,FRI,62.10,23.00,22.98,244.46,230.74,0.08786
15:53:4,12/7/2024,FRI,62.10,23.00,22.98,244.40,230.67,0.08765
15:53:5,12/7/2024,FRI,62.10,23.00,22.98,244.40,230.62,0.08771
15:53:5,12/7/2024,FRI,62.10,23.00,22.98,244.41,230.60,0.08778
15:53:5,12/7/2024,FRI,62.10,23.00,22.98,244.57,230.66,0.08841
15:53:5,12/7/2024,FRI,62.10,23.00,22.98,244.60,230.75,0.08845
15:53:5,12/7/2024,FRI,62.10,23.00,22.98,244.67,230.80,0.08873
15:53:6,12/7/2024,FRI,62.10,23.00,22.98,244.59,230.72,0.08845
15:53:6,12/7/2024,FRI,62.10,23.00,22.98,244.45,230.53,0.08800
15:53:6,12/7/2024,FRI,62.10,23.00,22.98,244.54,230.58,0.08836
15:53:6,12/7/2024,FRI,62.10,23.00,22.98,244.54,230.58,0.08836
15:53:7,12/7/2024,FRI,62.10,23.00,22.98,244.45,230.66,0.08789
15:53:7,12/7/2024,FRI,62.10,23.00,22.98,244.48,230.65,0.08802
15:53:7,12/7/2024,FRI,62.10,23.00,22.98,244.54,230.73,0.08824
15:53:8,12/7/2024,FRI,62.10,23.00,22.98,244.50,230.72,0.08803
15:53:8,12/7/2024,FRI,62.10,23.00,22.98,244.62,230.83,0.08848
15:53:8,12/7/2024,FRI,62.10,23.00,22.98,244.61,230.83,0.08844
15:53:8,12/7/2024,FRI,62.10,23.00,22.98,244.79,231.00,0.08904
15:53:8,12/7/2024,FRI,62.10,23.00,22.98,244.82,231.04,0.08917
15:53:9,12/7/2024,FRI,62.10,23.00,22.98,244.65,230.93,0.08850
15:53:9,12/7/2024,FRI,62.00,23.00,22.97,244.71,230.99,0.08873
15:53:9,12/7/2024,FRI,62.00,23.00,22.97,244.82,230.96,0.08925
15:53:9,12/7/2024,FRI,62.00,23.00,22.97,244.75,230.94,0.08894
15:53:10,12/7/2024,FRI,62.00,23.00,22.97,244.71,230.90,0.08880
15:53:10,12/7/2024,FRI,62.00,23.00,22.97,244.69,230.98,0.08863
15:53:10,12/7/2024,FRI,62.00,23.00,22.97,244.64,230.90,0.08848
15:53:11,12/7/2024,FRI,62.00,23.00,22.97,244.62,230.86,0.08845
15:53:11,12/7/2024,FRI,62.00,23.00,22.97,244.61,230.70,0.08855
15:53:11,12/7/2024,FRI,62.00,23.00,22.97,244.58,230.71,0.08840
15:53:12,12/7/2024,FRI,62.00,23.00,22.97,244.58,230.71,0.08842
15:53:12,12/7/2024,FRI,62.00,23.00,22.97,244.43,230.71,0.08775
15:53:12,12/7/2024,FRI,62.00,23.00,22.97,244.34,230.69,0.08735
15:53:12,12/7/2024,FRI,62.00,23.00,22.97,244.35,230.61,0.08749
15:53:12,12/7/2024,FRI,62.00,23.00,22.97,244.63,230.78,0.08857
15:53:13,12/7/2024,FRI,62.00,23.00,22.97,244.61,230.69,0.08859
15:53:13,12/7/2024,FRI,62.00,23.00,22.97,244.73,230.71,0.08909
15:53:13,12/7/2024,FRI,62.00,23.00,22.97,244.69,230.70,0.08893
15:53:14,12/7/2024,FRI,62.00,23.00,22.97,244.69,230.83,0.08880
15:53:14,12/7/2024,FRI,62.00,23.00,22.97,244.70,230.88,0.08880
15:53:14,12/7/2024,FRI,62.00,23.00,22.97,244.76,230.88,0.08905
15:53:14,12/7/2024,FRI,62.00,23.00,22.97,244.85,230.92,0.08939
15:53:14,12/7/2024,FRI,62.00,23.00,22.97,244.79,230.88,0.08917
15:53:15,12/7/2024,FRI,62.00,23.00,22.97,244.82,230.92,0.08929
15:53:15,12/7/2024,FRI,62.00,23.00,22.97,244.70,230.78,0.08886
15:53:15,12/7/2024,FRI,62.00,23.00,22.97,244.60,230.80,0.08844
15:53:16,12/7/2024,FRI,62.00,23.00,22.97,244.35,230.64,0.08745
15:53:16,12/7/2024,FRI,62.00,23.00,22.97,244.43,230.72,0.08775
15:53:16,12/7/2024,FRI,62.00,23.00,22.97,244.39,230.72,0.08754
15:53:16,12/7/2024,FRI,62.00,23.00,22.97,244.39,230.67,0.08761
15:53:17,12/7/2024,FRI,62.00,23.00,22.97,244.39,230.75,0.08750
15:53:17,12/7/2024,FRI,62.00,23.00,22.97,244.25,230.58,0.08708
15:53:17,12/7/2024,FRI,62.00,23.00,22.97,244.34,230.56,0.08749
15:53:18,12/7/2024,FRI,62.00,23.00,22.97,244.20,230.40,0.08702
15:53:18,12/7/2024,FRI,62.00,23.00,22.97,244.21,230.41,0.08706
15:53:18,12/7/2024,FRI,62.00,23.00,22.97,244.54,230.50,0.08846
15:53:18,12/7/2024,FRI,62.00,23.00,22.97,244.90,230.70,0.08984
15:53:18,12/7/2024,FRI,62.00,23.00,22.97,244.95,230.64,0.09016
15:53:19,12/7/2024,FRI,62.00,23.00,22.97,245.09,230.66,0.09075
15:53:19,12/7/2024,FRI,62.00,23.00,22.97,245.35,230.69,0.09189
15:53:19,12/7/2024,FRI,62.00,23.00,22.97,245.30,230.51,0.09184
15:53:19,12/7/2024,FRI,62.00,23.00,22.97,245.54,230.63,0.09280
15:53:20,12/7/2024,FRI,62.00,23.00,22.97,245.45,230.53,0.09250
15:53:20,12/7/2024,FRI,62.00,23.00,22.97,245.56,230.70,0.09280
15:53:20,12/7/2024,FRI,62.00,23.00,22.97,245.55,230.69,0.09279
15:53:20,12/7/2024,FRI,62.00,23.00,22.97,245.38,230.64,0.09206
15:53:21,12/7/2024,FRI,62.00,23.00,22.97,245.11,230.44,0.09105
15:53:21,12/7/2024,FRI,62.00,23.00,22.97,244.94,230.30,0.09046
15:53:21,12/7/2024,FRI,62.00,23.00,22.97,245.03,230.33,0.09082
15:53:22,12/7/2024,FRI,62.00,23.00,22.97,244.82,230.25,0.08998
15:53:22,12/7/2024,FRI,62.00,23.00,22.97,244.84,230.32,0.08998
15:53:22,12/7/2024,FRI,62.00,23.00,22.97,244.74,230.27,0.08959
15:53:23,12/7/2024,FRI,62.00,23.00,22.97,244.93,230.45,0.09025
15:53:23,12/7/2024,FRI,62.00,23.00,22.97,244.93,230.46,0.09026
15:53:23,12/7/2024,FRI,62.20,23.00,22.98,244.86,230.42,0.08997
15:53:23,12/7/2024,FRI,62.20,23.00,22.98,244.71,230.30,0.08943
15:53:24,12/7/2024,FRI,62.20,23.00,22.98,244.74,230.31,0.08955
15:53:24,12/7/2024,FRI,62.20,23.00,22.98,244.89,230.47,0.09005
15:53:24,12/7/2024,FRI,62.20,23.00,22.98,244.80,230.41,0.08973
15:53:24,12/7/2024,FRI,62.20,23.00,22.98,244.79,230.39,0.08967
15:53:25,12/7/2024,FRI,62.20,23.00,22.98,244.74,230.34,0.08952
15:53:25,12/7/2024,FRI,62.20,23.00,22.98,244.71,230.31,0.08941
15:53:25,12/7/2024,FRI,62.20,23.00,22.98,244.60,230.29,0.08896
15:53:25,12/7/2024,FRI,62.20,23.00,22.98,244.66,230.41,0.08907
15:53:26,12/7/2024,FRI,62.20,23.00,22.98,244.51,230.42,0.08840
15:53:26,12/7/2024,FRI,62.20,23.00,22.98,244.51,230.52,0.08830
15:53:26,12/7/2024,FRI,62.20,23.00,22.98,244.57,230.57,0.08852
15:53:26,12/7/2024,FRI,62.20,23.00,22.98,244.41,230.49,0.08786
15:53:26,12/7/2024,FRI,62.20,23.00,22.98,244.16,230.38,0.08689
15:53:27,12/7/2024,FRI,62.20,23.00,22.98,244.26,230.58,0.08713
15:53:27,12/7/2024,FRI,62.20,23.00,22.98,244.16,230.53,0.08671
15:53:27,12/7/2024,FRI,62.20,23.00,22.98,244.15,230.54,0.08666
15:53:28,12/7/2024,FRI,62.20,23.00,22.98,244.08,230.47,0.08641
15:53:28,12/7/2024,FRI,62.20,23.00,22.98,244.02,230.33,0.08629
15:53:28,12/7/2024,FRI,62.20,23.00,22.98,244.07,230.27,0.08658
15:53:28,12/7/2024,FRI,62.20,23.00,22.98,244.05,230.20,0.08656
15:53:29,12/7/2024,FRI,62.20,23.00,22.98,243.90,230.08,0.08599
15:53:29,12/7/2024,FRI,62.20,23.00,22.98,243.93,230.07,0.08614
15:53:29,12/7/2024,FRI,62.30,23.00,22.98,243.85,230.04,0.08583
15:53:29,12/7/2024,FRI,62.30,23.00,22.98,243.71,229.89,0.08534
15:53:30,12/7/2024,FRI,62.30,23.00,22.98,243.84,230.04,0.08577
15:53:30,12/7/2024,FRI,62.30,23.00,22.98,243.77,230.08,0.08542
15:53:30,12/7/2024,FRI,62.30,23.00,22.98,243.78,230.12,0.08545
15:53:30,12/7/2024,FRI,62.30,23.00,22.98,243.85,230.17,0.08568
15:53:30,12/7/2024,FRI,62.30,23.00,22.98,243.80,230.14,0.08549
15:53:31,12/7/2024,FRI,62.30,23.00,22.98,243.81,230.24,0.08545
15:53:31,12/7/2024,FRI,62.20,23.00,22.98,243.73,230.30,0.08503
15:53:31,12/7/2024,FRI,62.20,23.00,22.98,243.69,230.24,0.08492
15:53:32,12/7/2024,FRI,62.20,23.00,22.98,243.75,230.34,0.08509
15:53:32,12/7/2024,FRI,62.20,23.00,22.98,243.74,230.36,0.08500
15:53:32,12/7/2024,FRI,62.20,23.00,22.98,243.79,230.36,0.08522
15:53:33,12/7/2024,FRI,62.20,23.00,22.98,243.82,230.34,0.08540
15:53:33,12/7/2024,FRI,62.20,23.00,22.98,243.85,230.40,0.08546
15:53:34,12/7/2024,FRI,62.20,23.00,22.98,244.05,230.54,0.08624
15:53:34,12/7/2024,FRI,62.20,23.00,22.98,244.19,230.68,0.08671
15:53:34,12/7/2024,FRI,62.20,23.00,22.98,244.16,230.68,0.08658
15:53:35,12/7/2024,FRI,62.20,23.00,22.98,244.27,230.81,0.08691
15:53:35,12/7/2024,FRI,62.20,23.00,22.98,244.21,230.85,0.08661
15:53:36,12/7/2024,FRI,62.20,23.00,22.98,244.24,230.91,0.08671
15:53:36,12/7/2024,FRI,62.10,23.00,22.98,244.32,230.89,0.08706
15:53:36,12/7/2024,FRI,62.10,23.00,22.98,244.38,230.82,0.08739
15:53:37,12/7/2024,FRI,62.10,23.00,22.98,244.27,230.73,0.08701
15:53:37,12/7/2024,FRI,62.10,23.00,22.98,244.26,230.67,0.08701
15:53:37,12/7/2024,FRI,62.10,23.00,22.98,244.18,230.47,0.08689
15:53:38,12/7/2024,FRI,62.10,23.00,22.98,244.13,230.55,0.08658
15:53:38,12/7/2024,FRI,62.10,23.00,22.98,244.11,230.56,0.08647
15:53:38,12/7/2024,FRI,62.10,23.00,22.98,244.07,230.66,0.08619
15:53:39,12/7/2024,FRI,62.10,23.00,22.98,244.04,230.73,0.08599
15:53:39,12/7/2024,FRI,62.10,23.00,22.98,244.05,230.68,0.08605
15:53:39,12/7/2024,FRI,62.10,23.00,22.98,244.18,230.70,0.08663
15:53:40,12/7/2024,FRI,62.10,23.00,22.98,244.22,230.74,0.08676
15:53:40,12/7/2024,FRI,62.10,23.00,22.98,244.33,230.73,0.08726
15:53:40,12/7/2024,FRI,62.10,23.00,22.98,244.26,230.70,0.08698
15:53:41,12/7/2024,FRI,62.10,23.00,22.98,244.27,230.64,0.08709
15:53:41,12/7/2024,FRI,62.10,23.00,22.98,244.29,230.58,0.08727
15:53:42,12/7/2024,FRI,62.10,23.00,22.98,244.33,230.59,0.08741
15:53:42,12/7/2024,FRI,62.10,23.00,22.98,244.36,230.62,0.08754
15:53:42,12/7/2024,FRI,62.00,23.00,22.97,244.38,230.65,0.08758
15:53:43,12/7/2024,FRI,62.00,23.00,22.97,244.51,230.62,0.08819
15:53:43,12/7/2024,FRI,62.00,23.00,22.97,244.61,230.45,0.08883
15:53:43,12/7/2024,FRI,62.00,23.00,22.97,244.93,230.55,0.09014
15:53:44,12/7/2024,FRI,62.00,23.00,22.97,244.95,230.49,0.09033
15:53:44,12/7/2024,FRI,62.00,23.00,22.97,244.88,230.38,0.09012
15:53:44,12/7/2024,FRI,62.00,23.00,22.97,244.93,230.37,0.09036
15:53:45,12/7/2024,FRI,62.00,23.00,22.97,245.02,230.41,0.09070
15:53:45,12/7/2024,FRI,62.00,23.00,22.97,244.90,230.41,0.09015
15:53:46,12/7/2024,FRI,62.00,23.00,22.97,244.70,230.34,0.08932
15:53:46,12/7/2024,FRI,62.00,23.00,22.97,244.84,230.35,0.08995
15:53:47,12/7/2024,FRI,62.00,23.00,22.97,244.53,230.30,0.08861
15:53:47,12/7/2024,FRI,62.00,23.00,22.97,244.57,230.29,0.08880
15:53:47,12/7/2024,FRI,62.00,23.00,22.97,244.59,230.31,0.08888
15:53:47,12/7/2024,FRI,62.00,23.00,22.97,244.52,230.34,0.08851
15:53:48,12/7/2024,FRI,62.00,23.00,22.97,244.54,230.41,0.08856
15:53:48,12/7/2024,FRI,62.10,23.00,22.98,244.52,230.33,0.08852
15:53:48,12/7/2024,FRI,62.10,23.00,22.98,244.82,230.48,0.08972
15:53:49,12/7/2024,FRI,62.10,23.00,22.98,244.92,230.51,0.09013
15:53:49,12/7/2024,FRI,62.10,23.00,22.98,244.73,230.48,0.08931
15:53:49,12/7/2024,FRI,62.10,23.00,22.98,245.05,230.67,0.09058
15:53:50,12/7/2024,FRI,62.00,23.00,22.97,244.93,230.73,0.08997
15:53:50,12/7/2024,FRI,62.00,23.00,22.97,244.77,230.63,0.08934
