Time,Date,Day,Hum,Temp,Temp_feels,WE-mv,AUX-mv,LASER-V
0:1:12,1/1/2000,SAT,91.80,21.60,22.21,227.16,241.69,-0.00103
0:1:12,1/1/2000,SAT,91.80,21.60,22.21,227.06,241.62,-0.00139
0:1:13,1/1/2000,SAT,91.80,21.60,22.21,226.97,241.59,-0.00177
0:1:13,1/1/2000,SAT,91.80,21.60,22.21,227.00,241.56,-0.00160
0:1:13,1/1/2000,SAT,91.80,21.60,22.21,227.01,241.55,-0.00154
0:1:13,1/1/2000,SAT,91.80,21.60,22.21,226.90,241.51,-0.00201
0:1:13,1/1/2000,SAT,91.80,21.60,22.21,226.98,241.53,-0.00166
0:1:14,1/1/2000,SAT,91.80,21.60,22.21,227.07,241.59,-0.00135
0:1:14,1/1/2000,SAT,91.80,21.60,22.21,227.05,241.55,-0.00139
0:1:14,1/1/2000,SAT,91.80,21.60,22.21,227.13,241.64,-0.00113
0:1:14,1/1/2000,SAT,91.80,21.60,22.21,227.05,241.68,-0.00152
0:1:15,1/1/2000,SAT,91.80,21.60,22.21,227.09,241.72,-0.00136
0:1:15,1/1/2000,SAT,91.80,21.60,22.21,227.09,241.71,-0.00137
0:1:16,1/1/2000,SAT,91.80,21.60,22.21,227.12,241.81,-0.00131
0:1:16,1/1/2000,SAT,92.10,21.60,22.22,227.23,241.84,-0.00088
0:1:16,1/1/2000,SAT,92.10,21.60,22.22,227.30,241.95,-0.00064
0:1:16,1/1/2000,SAT,92.10,21.60,22.22,227.20,241.98,-0.00112
0:1:17,1/1/2000,SAT,92.10,21.60,22.22,227.15,242.02,-0.00142
0:1:17,1/1/2000,SAT,92.10,21.60,22.22,227.02,241.99,-0.00195
0:1:17,1/1/2000,SAT,92.10,21.60,22.22,226.85,241.95,-0.00270
0:1:17,1/1/2000,SAT,92.10,21.60,22.22,226.85,241.96,-0.00267
0:1:18,1/1/2000,SAT,92.10,21.60,22.22,226.76,241.91,-0.00306
0:1:18,1/1/2000,SAT,92.10,21.60,22.22,226.74,241.93,-0.00317
0:1:18,1/1/2000,SAT,92.10,21.60,22.22,226.69,241.85,-0.00331
0:1:18,1/1/2000,SAT,92.10,21.60,22.22,226.48,241.77,-0.00418
0:1:19,1/1/2000,SAT,92.10,21.60,22.22,226.40,241.74,-0.00447
0:1:19,1/1/2000,SAT,92.10,21.60,22.22,226.36,241.66,-0.00457
0:1:19,1/1/2000,SAT,92.10,21.60,22.22,226.32,241.57,-0.00469
0:1:19,1/1/2000,SAT,92.10,21.60,22.22,226.31,241.45,-0.00457
0:1:20,1/1/2000,SAT,92.10,21.60,22.22,226.35,241.47,-0.00444
0:1:20,1/1/2000,SAT,92.00,21.70,22.33,226.17,241.39,-0.00515
0:1:20,1/1/2000,SAT,92.00,21.70,22.33,226.23,241.40,-0.00492
0:1:20,1/1/2000,SAT,92.00,21.70,22.33,226.28,241.41,-0.00469
0:1:21,1/1/2000,SAT,92.00,21.70,22.33,226.18,241.34,-0.00507
0:1:21,1/1/2000,SAT,92.00,21.70,22.33,226.19,241.37,-0.00504
0:1:21,1/1/2000,SAT,92.00,21.70,22.33,226.18,241.31,-0.00505
0:1:21,1/1/2000,SAT,92.00,21.70,22.33,226.25,241.34,-0.00472
0:1:22,1/1/2000,SAT,92.00,21.70,22.33,226.26,241.36,-0.00471
0:1:22,1/1/2000,SAT,92.00,21.70,22.33,226.23,241.41,-0.00488
0:1:22,1/1/2000,SAT,92.00,21.70,22.33,226.24,241.44,-0.00488
0:1:22,1/1/2000,SAT,92.00,21.70,22.33,226.25,241.40,-0.00481
0:1:23,1/1/2000,SAT,92.00,21.70,22.33,226.20,241.33,-0.00495
0:1:23,1/1/2000,SAT,92.00,21.70,22.33,226.11,241.23,-0.00526
0:1:23,1/1/2000,SAT,92.00,21.70,22.33,226.20,241.34,-0.00499
0:1:24,1/1/2000,SAT,92.00,21.70,22.33,226.10,241.23,-0.00530
0:1:24,1/1/2000,SAT,92.00,21.70,22.33,226.10,241.27,-0.00533
0:1:25,1/1/2000,SAT,92.00,21.70,22.33,226.00,241.21,-0.00573
0:1:25,1/1/2000,SAT,92.00,21.70,22.33,225.90,241.17,-0.00613
0:1:25,1/1/2000,SAT,92.00,21.70,22.33,226.00,241.33,-0.00586
0:1:25,1/1/2000,SAT,92.00,21.70,22.33,225.99,241.30,-0.00585
0:1:26,1/1/2000,SAT,92.00,21.70,22.33,226.12,241.38,-0.00537
0:1:26,1/1/2000,SAT,92.00,21.70,22.33,226.20,241.45,-0.00508
0:1:26,1/1/2000,SAT,92.00,21.70,22.33,226.21,241.47,-0.00504
0:1:26,1/1/2000,SAT,92.00,21.70,22.33,226.22,241.45,-0.00502
0:1:27,1/1/2000,SAT,92.00,21.70,22.33,226.24,241.43,-0.00487
0:1:27,1/1/2000,SAT,92.00,21.70,22.33,226.37,241.49,-0.00437
0:1:27,1/1/2000,SAT,92.00,21.70,22.33,226.46,241.59,-0.00406
0:1:27,1/1/2000,SAT,92.00,21.70,22.33,226.57,241.57,-0.00353
0:1:28,1/1/2000,SAT,92.00,21.70,22.33,226.57,241.44,-0.00340
0:1:28,1/1/2000,SAT,91.90,21.70,22.32,226.55,241.40,-0.00348
0:1:28,1/1/2000,SAT,91.90,21.70,22.32,226.51,241.30,-0.00353
0:1:28,1/1/2000,SAT,91.90,21.70,22.32,226.50,241.25,-0.00353
0:1:29,1/1/2000,SAT,91.90,21.70,22.32,226.51,241.24,-0.00348
0:1:29,1/1/2000,SAT,91.90,21.70,22.32,226.52,241.24,-0.00345
0:1:29,1/1/2000,SAT,91.90,21.70,22.32,226.61,241.35,-0.00312
0:1:29,1/1/2000,SAT,91.90,21.70,22.32,226.53,241.36,-0.00352
0:1:30,1/1/2000,SAT,91.90,21.70,22.32,226.51,241.31,-0.00354
0:1:30,1/1/2000,SAT,91.90,21.70,22.32,226.39,241.29,-0.00408
0:1:30,1/1/2000,SAT,91.90,21.70,22.32,226.41,241.19,-0.00389
0:1:30,1/1/2000,SAT,91.90,21.70,22.32,226.45,241.14,-0.00366
0:1:31,1/1/2000,SAT,91.90,21.70,22.32,226.41,241.14,-0.00384
0:1:31,1/1/2000,SAT,91.90,21.70,22.32,226.40,241.19,-0.00391
0:1:31,1/1/2000,SAT,91.90,21.70,22.32,226.28,241.17,-0.00441
0:1:31,1/1/2000,SAT,91.90,21.70,22.32,226.11,241.04,-0.00507
0:1:32,1/1/2000,SAT,91.90,21.70,22.32,226.17,241.09,-0.00486
0:1:32,1/1/2000,SAT,91.90,21.60,22.21,226.13,241.00,-0.00493
0:1:32,1/1/2000,SAT,91.90,21.60,22.21,226.17,241.11,-0.00485
0:1:32,1/1/2000,SAT,91.90,21.60,22.21,226.32,241.17,-0.00425
0:1:33,1/1/2000,SAT,91.90,21.60,22.21,226.32,241.41,-0.00450
0:1:33,1/1/2000,SAT,91.90,21.60,22.21,226.21,241.40,-0.00500
0:1:33,1/1/2000,SAT,91.90,21.60,22.21,226.12,241.29,-0.00528
0:1:33,1/1/2000,SAT,91.90,21.60,22.21,226.08,241.28,-0.00546
0:1:34,1/1/2000,SAT,91.90,21.60,22.21,226.16,241.35,-0.00515
0:1:34,1/1/2000,SAT,91.90,21.60,22.21,226.24,241.38,-0.00484
0:1:34,1/1/2000,SAT,91.90,21.60,22.21,226.21,241.40,-0.00498
0:1:34,1/1/2000,SAT,91.90,21.60,22.21,226.15,241.40,-0.00524
0:1:35,1/1/2000,SAT,91.90,21.60,22.21,226.11,241.27,-0.00531
0:1:35,1/1/2000,SAT,91.90,21.60,22.21,226.15,241.32,-0.00518
0:1:35,1/1/2000,SAT,91.90,21.60,22.21,226.01,241.15,-0.00563
0:1:35,1/1/2000,SAT,91.90,21.60,22.21,226.05,241.15,-0.00543
0:1:36,1/1/2000,SAT,91.90,21.60,22.21,226.12,241.23,-0.00521
0:1:36,1/1/2000,SAT,92.00,21.70,22.33,226.06,241.14,-0.00538
0:1:36,1/1/2000,SAT,92.00,21.70,22.33,226.05,241.06,-0.00534
0:1:36,1/1/2000,SAT,92.00,21.70,22.33,226.17,241.12,-0.00487
0:1:37,1/1/2000,SAT,92.00,21.70,22.33,226.07,241.06,-0.00527
0:1:37,1/1/2000,SAT,92.00,21.70,22.33,226.21,241.09,-0.00465
0:1:37,1/1/2000,SAT,92.00,21.70,22.33,226.25,241.07,-0.00445
0:1:37,1/1/2000,SAT,92.00,21.70,22.33,226.25,241.04,-0.00443
0:1:38,1/1/2000,SAT,92.00,21.70,22.33,226.40,241.13,-0.00385
0:1:38,1/1/2000,SAT,92.00,21.70,22.33,226.47,241.20,-0.00364
0:1:38,1/1/2000,SAT,92.00,21.70,22.33,226.53,241.24,-0.00339
0:1:38,1/1/2000,SAT,92.00,21.70,22.33,226.60,241.26,-0.00310
0:1:39,1/1/2000,SAT,92.00,21.70,22.33,226.60,241.25,-0.00308
0:1:39,1/1/2000,SAT,92.00,21.70,22.33,226.52,241.29,-0.00350
0:1:39,1/1/2000,SAT,92.00,21.70,22.33,226.63,241.28,-0.00300
0:1:39,1/1/2000,SAT,92.00,21.70,22.33,226.53,241.23,-0.00336
0:1:40,1/1/2000,SAT,92.00,21.70,22.33,226.54,241.30,-0.00340
0:1:40,1/1/2000,SAT,92.10,21.70,22.33,226.43,241.14,-0.00373
0:1:40,1/1/2000,SAT,92.10,21.70,22.33,226.32,241.00,-0.00408
0:1:40,1/1/2000,SAT,92.10,21.70,22.33,226.29,240.98,-0.00422
0:1:41,1/1/2000,SAT,92.10,21.70,22.33,226.33,241.04,-0.00408
0:1:41,1/1/2000,SAT,92.10,21.70,22.33,226.36,241.06,-0.00398
0:1:41,1/1/2000,SAT,92.10,21.70,22.33,226.48,241.10,-0.00345
0:1:41,1/1/2000,SAT,92.10,21.70,22.33,226.48,240.98,-0.00334
0:1:42,1/1/2000,SAT,92.10,21.70,22.33,226.42,240.88,-0.00349
0:1:42,1/1/2000,SAT,92.10,21.70,22.33,226.19,240.71,-0.00437
0:1:42,1/1/2000,SAT,92.10,21.70,22.33,226.02,240.52,-0.00492
0:1:42,1/1/2000,SAT,92.10,21.70,22.33,226.04,240.61,-0.00495
0:1:43,1/1/2000,SAT,92.10,21.70,22.33,226.10,240.78,-0.00486
0:1:43,1/1/2000,SAT,92.10,21.70,22.33,226.05,240.73,-0.00501
0:1:43,1/1/2000,SAT,92.10,21.70,22.33,225.90,240.70,-0.00564
0:1:43,1/1/2000,SAT,92.10,21.70,22.33,225.81,240.72,-0.00608
0:1:44,1/1/2000,SAT,92.10,21.70,22.33,225.56,240.74,-0.00724
0:1:44,1/1/2000,SAT,92.00,21.70,22.33,225.59,240.75,-0.00709
0:1:44,1/1/2000,SAT,92.00,21.70,22.33,225.71,240.92,-0.00674
0:1:44,1/1/2000,SAT,92.00,21.70,22.33,225.95,241.15,-0.00591
0:1:45,1/1/2000,SAT,92.00,21.70,22.33,225.98,241.24,-0.00587
0:1:45,1/1/2000,SAT,92.00,21.70,22.33,225.86,241.23,-0.00638
0:1:45,1/1/2000,SAT,92.00,21.70,22.33,225.87,241.17,-0.00629
0:1:45,1/1/2000,SAT,92.00,21.70,22.33,225.91,241.24,-0.00617
0:1:46,1/1/2000,SAT,92.00,21.70,22.33,225.97,241.24,-0.00590
0:1:46,1/1/2000,SAT,92.00,21.70,22.33,225.96,241.23,-0.00593
0:1:46,1/1/2000,SAT,92.00,21.70,22.33,226.10,241.15,-0.00521
0:1:46,1/1/2000,SAT,92.00,21.70,22.33,226.05,241.20,-0.00549
0:1:47,1/1/2000,SAT,92.00,21.70,22.33,226.06,241.20,-0.00547
0:1:47,1/1/2000,SAT,92.00,21.70,22.33,226.00,241.09,-0.00560
0:1:47,1/1/2000,SAT,92.00,21.70,22.33,225.97,241.06,-0.00573
0:1:47,1/1/2000,SAT,92.00,21.70,22.33,226.01,241.00,-0.00548
0:1:48,1/1/2000,SAT,92.00,21.70,22.33,225.85,240.97,-0.00616
0:1:48,1/1/2000,SAT,92.00,21.70,22.33,225.71,240.88,-0.00669
0:1:48,1/1/2000,SAT,92.00,21.70,22.33,225.65,240.84,-0.00694
0:1:48,1/1/2000,SAT,92.00,21.70,22.33,225.57,240.79,-0.00720
0:1:49,1/1/2000,SAT,92.00,21.70,22.33,225.54,240.86,-0.00746
0:1:49,1/1/2000,SAT,92.00,21.70,22.33,225.50,240.84,-0.00761
0:1:49,1/1/2000,SAT,92.00,21.70,22.33,225.38,240.80,-0.00810
0:1:49,1/1/2000,SAT,92.00,21.70,22.33,225.30,240.86,-0.00849
0:1:50,1/1/2000,SAT,92.00,21.70,22.33,225.40,240.93,-0.00815
0:1:50,1/1/2000,SAT,92.00,21.70,22.33,225.46,241.00,-0.00795
0:1:50,1/1/2000,SAT,92.00,21.70,22.33,225.44,240.98,-0.00800
0:1:50,1/1/2000,SAT,92.00,21.70,22.33,225.53,240.95,-0.00758
0:1:51,1/1/2000,SAT,92.00,21.70,22.33,225.63,240.92,-0.00710
0:1:51,1/1/2000,SAT,92.00,21.70,22.33,225.69,240.90,-0.00679
0:1:51,1/1/2000,SAT,92.00,21.70,22.33,225.72,240.84,-0.00660
0:1:51,1/1/2000,SAT,92.00,21.70,22.33,225.74,240.80,-0.00649
0:1:52,1/1/2000,SAT,92.00,21.70,22.33,225.70,240.68,-0.00653
0:1:52,1/1/2000,SAT,91.90,21.70,22.32,225.79,240.63,-0.00609
0:1:52,1/1/2000,SAT,91.90,21.70,22.32,225.75,240.57,-0.00617
0:1:52,1/1/2000,SAT,91.90,21.70,22.32,225.83,240.56,-0.00581
0:1:53,1/1/2000,SAT,91.90,21.70,22.32,225.92,240.50,-0.00537
0:1:53,1/1/2000,SAT,91.90,21.70,22.32,225.96,240.52,-0.00520
0:1:53,1/1/2000,SAT,91.90,21.70,22.32,226.00,240.54,-0.00505
0:1:53,1/1/2000,SAT,91.90,21.70,22.32,226.04,240.57,-0.00489
0:1:54,1/1/2000,SAT,91.90,21.70,22.32,226.02,240.56,-0.00497
0:1:54,1/1/2000,SAT,91.90,21.70,22.32,226.10,240.52,-0.00456
0:1:54,1/1/2000,SAT,91.90,21.70,22.32,226.09,240.60,-0.00470
0:1:54,1/1/2000,SAT,91.90,21.70,22.32,226.14,240.64,-0.00453
0:1:55,1/1/2000,SAT,91.90,21.70,22.32,226.13,240.62,-0.00455
0:1:55,1/1/2000,SAT,91.90,21.70,22.32,226.07,240.62,-0.00479
0:1:55,1/1/2000,SAT,91.90,21.70,22.32,226.10,240.69,-0.00473
0:1:55,1/1/2000,SAT,91.90,21.70,22.32,226.10,240.69,-0.00477
0:1:56,1/1/2000,SAT,91.90,21.70,22.32,226.04,240.70,-0.00503
0:1:56,1/1/2000,SAT,91.80,21.70,22.32,226.07,240.78,-0.00495
0:1:56,1/1/2000,SAT,91.80,21.70,22.32,226.13,240.70,-0.00464
0:1:56,1/1/2000,SAT,91.80,21.70,22.32,226.07,240.73,-0.00494
0:1:57,1/1/2000,SAT,91.80,21.70,22.32,226.04,240.60,-0.00491
0:1:57,1/1/2000,SAT,91.80,21.70,22.32,225.97,240.62,-0.00524
0:1:57,1/1/2000,SAT,91.80,21.70,22.32,225.93,240.60,-0.00541
0:1:57,1/1/2000,SAT,91.80,21.70,22.32,225.86,240.62,-0.00574
0:1:58,1/1/2000,SAT,91.80,21.70,22.32,225.79,240.59,-0.00605
0:1:58,1/1/2000,SAT,91.80,21.70,22.32,225.76,240.62,-0.00620
0:1:58,1/1/2000,SAT,91.80,21.70,22.32,225.69,240.56,-0.00644
0:1:58,1/1/2000,SAT,91.80,21.70,22.32,225.65,240.52,-0.00658
0:1:59,1/1/2000,SAT,91.80,21.70,22.32,225.63,240.60,-0.00676
0:1:59,1/1/2000,SAT,91.80,21.70,22.32,225.65,240.67,-0.00675
0:1:59,1/1/2000,SAT,91.80,21.70,22.32,225.77,240.80,-0.00635
0:1:59,1/1/2000,SAT,91.80,21.70,22.32,225.73,240.74,-0.00647
0:2:0,1/1/2000,SAT,91.80,21.70,22.32,225.76,240.75,-0.00635
0:2:0,1/1/2000,SAT,91.80,21.70,22.32,225.81,240.80,-0.00615
0:2:0,1/1/2000,SAT,91.80,21.70,22.32,225.97,240.87,-0.00553
0:2:0,1/1/2000,SAT,91.80,21.70,22.32,225.97,240.90,-0.00556
0:2:1,1/1/2000,SAT,91.80,21.70,22.32,226.04,240.94,-0.00529
0:2:1,1/1/2000,SAT,91.80,21.70,22.32,225.96,240.91,-0.00562
0:2:1,1/1/2000,SAT,91.80,21.70,22.32,225.87,240.94,-0.00605
0:2:1,1/1/2000,SAT,91.80,21.70,22.32,225.85,240.94,-0.00614
0:2:2,1/1/2000,SAT,91.80,21.70,22.32,225.86,240.87,-0.00601
0:2:2,1/1/2000,SAT,91.80,21.70,22.32,225.98,240.90,-0.00549
0:2:2,1/1/2000,SAT,91.80,21.70,22.32,225.95,240.97,-0.00568
0:2:2,1/1/2000,SAT,91.80,21.70,22.32,226.03,240.94,-0.00532
0:2:3,1/1/2000,SAT,91.80,21.70,22.32,225.88,240.75,-0.00579
0:2:3,1/1/2000,SAT,91.80,21.70,22.32,225.98,240.77,-0.00537
0:2:3,1/1/2000,SAT,91.80,21.70,22.32,225.94,240.73,-0.00548
0:2:3,1/1/2000,SAT,91.80,21.70,22.32,226.10,240.72,-0.00476
0:2:4,1/1/2000,SAT,91.80,21.70,22.32,226.12,240.63,-0.00462
0:2:4,1/1/2000,SAT,91.80,21.70,22.32,226.11,240.50,-0.00449
0:2:4,1/1/2000,SAT,91.80,21.70,22.32,226.04,240.53,-0.00486
0:2:4,1/1/2000,SAT,91.80,21.70,22.32,225.98,240.53,-0.00514
0:2:5,1/1/2000,SAT,91.80,21.70,22.32,226.04,240.55,-0.00488
0:2:5,1/1/2000,SAT,91.80,21.70,22.32,225.93,240.57,-0.00538
0:2:5,1/1/2000,SAT,91.80,21.70,22.32,225.95,240.62,-0.00534
0:2:5,1/1/2000,SAT,91.80,21.70,22.32,225.92,240.55,-0.00540
0:2:6,1/1/2000,SAT,91.80,21.70,22.32,226.07,240.67,-0.00487
0:2:6,1/1/2000,SAT,91.80,21.70,22.32,226.05,240.65,-0.00491
0:2:6,1/1/2000,SAT,91.80,21.70,22.32,226.08,240.71,-0.00485
0:2:6,1/1/2000,SAT,91.80,21.70,22.32,226.10,240.79,-0.00486
0:2:7,1/1/2000,SAT,91.80,21.70,22.32,226.09,240.79,-0.00489
0:2:7,1/1/2000,SAT,91.80,21.70,22.32,226.06,240.74,-0.00500
0:2:7,1/1/2000,SAT,91.80,21.70,22.32,226.02,240.64,-0.00504
0:2:7,1/1/2000,SAT,91.80,21.70,22.32,226.00,240.54,-0.00505
0:2:8,1/1/2000,SAT,91.80,21.70,22.32,226.13,240.67,-0.00460
0:2:8,1/1/2000,SAT,91.70,21.70,22.32,226.08,240.62,-0.00475
0:2:8,1/1/2000,SAT,91.70,21.70,22.32,225.97,240.47,-0.00510
0:2:8,1/1/2000,SAT,91.70,21.70,22.32,225.79,240.51,-0.00596
0:2:9,1/1/2000,SAT,91.70,21.70,22.32,225.78,240.54,-0.00604
0:2:9,1/1/2000,SAT,91.70,21.70,22.32,225.72,240.45,-0.00623
0:2:9,1/1/2000,SAT,91.70,21.70,22.32,225.62,240.42,-0.00662
0:2:9,1/1/2000,SAT,91.70,21.70,22.32,225.58,240.44,-0.00683
0:2:10,1/1/2000,SAT,91.70,21.70,22.32,225.52,240.49,-0.00713
0:2:10,1/1/2000,SAT,91.70,21.70,22.32,225.42,240.45,-0.00754
0:2:10,1/1/2000,SAT,91.70,21.70,22.32,225.33,240.42,-0.00794
0:2:10,1/1/2000,SAT,91.70,21.70,22.32,225.32,240.53,-0.00808
0:2:11,1/1/2000,SAT,91.70,21.70,22.32,225.32,240.55,-0.00812
0:2:11,1/1/2000,SAT,91.70,21.70,22.32,225.45,240.51,-0.00746
0:2:11,1/1/2000,SAT,91.70,21.70,22.32,225.47,240.50,-0.00739
0:2:11,1/1/2000,SAT,91.70,21.70,22.32,225.61,240.64,-0.00690
0:2:12,1/1/2000,SAT,91.70,21.70,22.32,225.71,240.63,-0.00643
0:2:12,1/1/2000,SAT,91.70,21.70,22.32,225.84,240.60,-0.00584
0:2:12,1/1/2000,SAT,91.70,21.70,22.32,225.85,240.56,-0.00574
0:2:12,1/1/2000,SAT,91.70,21.70,22.32,226.10,240.70,-0.00477
0:2:13,1/1/2000,SAT,91.70,21.70,22.32,226.23,240.69,-0.00418
0:2:13,1/1/2000,SAT,91.70,21.70,22.32,226.27,240.63,-0.00393
0:2:13,1/1/2000,SAT,91.70,21.70,22.32,226.22,240.65,-0.00416
0:2:13,1/1/2000,SAT,91.70,21.70,22.32,226.30,240.73,-0.00390
0:2:14,1/1/2000,SAT,91.70,21.70,22.32,226.39,240.72,-0.00349
0:2:14,1/1/2000,SAT,91.70,21.70,22.32,226.27,240.68,-0.00399
0:2:14,1/1/2000,SAT,91.70,21.70,22.32,226.31,240.73,-0.00386
0:2:14,1/1/2000,SAT,91.70,21.70,22.32,226.14,240.74,-0.00463
0:2:15,1/1/2000,SAT,91.70,21.70,22.32,226.10,240.67,-0.00475
0:2:15,1/1/2000,SAT,91.70,21.70,22.32,225.97,240.57,-0.00522
0:2:15,1/1/2000,SAT,91.70,21.70,22.32,225.90,240.51,-0.00544
0:2:15,1/1/2000,SAT,91.70,21.70,22.32,225.67,240.39,-0.00637
0:2:16,1/1/2000,SAT,91.70,21.70,22.32,225.70,240.38,-0.00622
0:2:16,1/1/2000,SAT,91.60,21.70,22.32,225.59,240.28,-0.00663
0:2:16,1/1/2000,SAT,91.60,21.70,22.32,225.47,240.12,-0.00699
0:2:16,1/1/2000,SAT,91.60,21.70,22.32,225.52,240.11,-0.00672
0:2:17,1/1/2000,SAT,91.60,21.70,22.32,225.44,240.02,-0.00700
0:2:17,1/1/2000,SAT,91.60,21.70,22.32,225.57,239.98,-0.00640
0:2:17,1/1/2000,SAT,91.60,21.70,22.32,225.63,239.99,-0.00615
0:2:17,1/1/2000,SAT,91.60,21.70,22.32,225.70,240.01,-0.00585
0:2:18,1/1/2000,SAT,91.60,21.70,22.32,225.63,240.00,-0.00615
0:2:18,1/1/2000,SAT,91.60,21.70,22.32,225.77,240.13,-0.00564
0:2:18,1/1/2000,SAT,91.60,21.70,22.32,225.72,240.12,-0.00586
0:2:18,1/1/2000,SAT,91.60,21.70,22.32,225.74,240.18,-0.00583
0:2:19,1/1/2000,SAT,91.60,21.70,22.32,225.87,240.31,-0.00539
0:2:19,1/1/2000,SAT,91.60,21.70,22.32,225.79,240.22,-0.00565
0:2:19,1/1/2000,SAT,91.60,21.70,22.32,225.85,240.26,-0.00541
0:2:19,1/1/2000,SAT,91.60,21.70,22.32,225.85,240.30,-0.00544
0:2:20,1/1/2000,SAT,91.60,21.70,22.32,225.99,240.46,-0.00498
0:2:20,1/1/2000,SAT,91.60,21.70,22.32,225.94,240.45,-0.00521
0:2:20,1/1/2000,SAT,91.60,21.70,22.32,226.00,240.51,-0.00501
0:2:20,1/1/2000,SAT,91.60,21.70,22.32,226.07,240.53,-0.00473
0:2:21,1/1/2000,SAT,91.60,21.70,22.32,226.11,240.58,-0.00461
0:2:21,1/1/2000,SAT,91.60,21.70,22.32,226.08,240.62,-0.00478
0:2:21,1/1/2000,SAT,91.60,21.70,22.32,226.00,240.62,-0.00514
0:2:21,1/1/2000,SAT,91.60,21.70,22.32,225.93,240.60,-0.00542
0:2:22,1/1/2000,SAT,91.60,21.70,22.32,225.93,240.64,-0.00548
0:2:22,1/1/2000,SAT,91.60,21.70,22.32,225.85,240.59,-0.00578
0:2:22,1/1/2000,SAT,91.60,21.70,22.32,225.74,240.47,-0.00612
0:2:22,1/1/2000,SAT,91.60,21.70,22.32,225.71,240.51,-0.00629
0:2:23,1/1/2000,SAT,91.60,21.70,22.32,225.68,240.48,-0.00644
0:2:23,1/1/2000,SAT,91.60,21.70,22.32,225.67,240.43,-0.00640
0:2:23,1/1/2000,SAT,91.60,21.70,22.32,225.75,240.42,-0.00603
0:2:23,1/1/2000,SAT,91.60,21.70,22.32,225.81,240.39,-0.00576
0:2:24,1/1/2000,SAT,91.60,21.70,22.32,225.85,240.42,-0.00561
0:2:24,1/1/2000,SAT,91.60,21.70,22.32,225.97,240.50,-0.00515
0:2:24,1/1/2000,SAT,91.60,21.70,22.32,225.91,240.42,-0.00532
0:2:24,1/1/2000,SAT,91.60,21.70,22.32,225.89,240.47,-0.00548
0:2:25,1/1/2000,SAT,91.60,21.70,22.32,225.84,240.39,-0.00560
0:2:25,1/1/2000,SAT,91.60,21.70,22.32,225.93,240.45,-0.00524
0:2:25,1/1/2000,SAT,91.60,21.70,22.32,225.91,240.39,-0.00527
0:2:25,1/1/2000,SAT,91.60,21.70,22.32,225.94,240.40,-0.00516
0:2:26,1/1/2000,SAT,91.60,21.70,22.32,225.85,240.31,-0.00546
0:2:26,1/1/2000,SAT,91.60,21.70,22.32,225.84,240.27,-0.00547
0:2:26,1/1/2000,SAT,91.60,21.70,22.32,225.79,240.13,-0.00555
0:2:26,1/1/2000,SAT,91.60,21.70,22.32,225.77,240.07,-0.00559
0:2:27,1/1/2000,SAT,91.60,21.70,22.32,225.75,240.04,-0.00564
0:2:27,1/1/2000,SAT,91.60,21.70,22.32,225.96,240.16,-0.00483
0:2:27,1/1/2000,SAT,91.60,21.70,22.32,226.11,240.29,-0.00428
0:2:27,1/1/2000,SAT,91.60,21.70,22.32,226.08,240.22,-0.00433
0:2:28,1/1/2000,SAT,91.60,21.70,22.32,226.15,240.39,-0.00422
0:2:28,1/1/2000,SAT,91.50,21.70,22.31,226.09,240.38,-0.00446
0:2:28,1/1/2000,SAT,91.50,21.70,22.31,226.19,240.39,-0.00405
