Time,Date,Day,Hum,Temp,Temp_feels,WE-mv,AUX-mv,LASER-V
0:1:18,1/1/2000,SAT,84.40,21.50,21.91,229.44,240.04,0.01091
0:1:18,1/1/2000,SAT,84.40,21.50,21.91,229.49,240.23,0.01093
0:1:18,1/1/2000,SAT,84.40,21.50,21.91,229.36,240.11,0.01046
0:1:19,1/1/2000,SAT,84.40,21.50,21.91,229.29,240.04,0.01022
0:1:19,1/1/2000,SAT,84.40,21.50,21.91,229.21,240.11,0.00981
0:1:19,1/1/2000,SAT,84.40,21.50,21.91,229.06,240.10,0.00915
0:1:19,1/1/2000,SAT,84.40,21.50,21.91,228.98,240.15,0.00871
0:1:20,1/1/2000,SAT,84.40,21.50,21.91,229.07,240.25,0.00901
0:1:20,1/1/2000,SAT,84.40,21.50,21.91,229.07,240.25,0.00901
0:1:20,1/1/2000,SAT,84.40,21.50,21.91,229.07,240.19,0.00907
0:1:20,1/1/2000,SAT,84.40,21.50,21.91,229.10,240.17,0.00923
0:1:21,1/1/2000,SAT,84.40,21.50,21.91,229.16,240.07,0.00961
0:1:21,1/1/2000,SAT,84.50,21.50,21.91,229.39,240.07,0.01066
0:1:21,1/1/2000,SAT,84.50,21.50,21.91,229.41,239.96,0.01086
0:1:21,1/1/2000,SAT,84.50,21.50,21.91,229.41,239.92,0.01090
0:1:22,1/1/2000,SAT,84.50,21.50,21.91,229.41,239.79,0.01102
0:1:22,1/1/2000,SAT,84.50,21.50,21.91,229.46,239.75,0.01128
0:1:22,1/1/2000,SAT,84.50,21.50,21.91,229.43,239.64,0.01125
0:1:22,1/1/2000,SAT,84.50,21.50,21.91,229.53,239.75,0.01160
0:1:23,1/1/2000,SAT,84.50,21.50,21.91,229.55,239.73,0.01171
0:1:23,1/1/2000,SAT,84.50,21.50,21.91,229.56,239.76,0.01171
0:1:23,1/1/2000,SAT,84.50,21.50,21.91,229.59,239.82,0.01178
0:1:23,1/1/2000,SAT,84.50,21.50,21.91,229.41,239.79,0.01104
0:1:24,1/1/2000,SAT,84.50,21.50,21.91,229.45,239.98,0.01100
0:1:24,1/1/2000,SAT,84.50,21.50,21.91,229.51,239.96,0.01131
0:1:24,1/1/2000,SAT,84.50,21.50,21.91,229.49,239.90,0.01126
0:1:25,1/1/2000,SAT,84.50,21.50,21.91,229.57,239.96,0.01155
0:1:25,1/1/2000,SAT,84.60,21.50,21.91,229.68,240.10,0.01189
0:1:26,1/1/2000,SAT,84.60,21.50,21.91,229.58,239.99,0.01160
0:1:26,1/1/2000,SAT,84.60,21.50,21.91,229.53,240.04,0.01132
0:1:26,1/1/2000,SAT,84.60,21.50,21.91,229.55,240.07,0.01137
0:1:27,1/1/2000,SAT,84.60,21.50,21.91,229.70,240.18,0.01192
0:1:27,1/1/2000,SAT,84.60,21.50,21.91,229.65,240.00,0.01188
0:1:27,1/1/2000,SAT,84.60,21.50,21.91,229.57,240.07,0.01146
0:1:27,1/1/2000,SAT,84.60,21.50,21.91,229.53,240.15,0.01121
0:1:28,1/1/2000,SAT,84.60,21.50,21.91,229.50,240.13,0.01108
0:1:28,1/1/2000,SAT,84.60,21.50,21.91,229.38,239.99,0.01070
0:1:28,1/1/2000,SAT,84.60,21.50,21.91,229.31,239.97,0.01041
0:1:28,1/1/2000,SAT,84.60,21.50,21.91,229.29,239.91,0.01037
0:1:29,1/1/2000,SAT,84.60,21.50,21.91,229.16,239.93,0.00975
0:1:29,1/1/2000,SAT,84.80,21.50,21.92,229.09,239.80,0.00956
0:1:29,1/1/2000,SAT,84.80,21.50,21.92,229.10,239.79,0.00962
0:1:29,1/1/2000,SAT,84.80,21.50,21.92,229.17,239.92,0.00983
0:1:30,1/1/2000,SAT,84.80,21.50,21.92,229.27,239.98,0.01020
0:1:30,1/1/2000,SAT,84.80,21.50,21.92,229.23,239.86,0.01012
0:1:30,1/1/2000,SAT,84.80,21.50,21.92,229.17,239.83,0.00990
0:1:30,1/1/2000,SAT,84.80,21.50,21.92,229.14,239.73,0.00986
0:1:31,1/1/2000,SAT,84.80,21.50,21.92,229.11,239.76,0.00971
0:1:31,1/1/2000,SAT,84.80,21.50,21.92,229.10,239.88,0.00957
0:1:31,1/1/2000,SAT,84.80,21.50,21.92,229.25,239.86,0.01025
0:1:31,1/1/2000,SAT,84.80,21.50,21.92,229.10,239.86,0.00957
0:1:32,1/1/2000,SAT,84.80,21.50,21.92,229.13,239.85,0.00970
0:1:32,1/1/2000,SAT,84.80,21.50,21.92,228.88,239.75,0.00870
0:1:32,1/1/2000,SAT,84.80,21.50,21.92,228.75,239.66,0.00821
0:1:32,1/1/2000,SAT,84.80,21.50,21.92,228.84,239.81,0.00844
0:1:33,1/1/2000,SAT,84.80,21.50,21.92,228.95,239.85,0.00891
0:1:33,1/1/2000,SAT,84.80,21.50,21.92,229.12,239.97,0.00953
0:1:33,1/1/2000,SAT,84.80,21.50,21.92,229.23,240.06,0.00993
0:1:33,1/1/2000,SAT,84.80,21.50,21.92,229.40,240.06,0.01071
0:1:34,1/1/2000,SAT,84.80,21.50,21.92,229.49,240.12,0.01105
0:1:34,1/1/2000,SAT,84.80,21.50,21.92,229.57,240.08,0.01145
0:1:34,1/1/2000,SAT,84.80,21.50,21.92,229.57,240.07,0.01144
0:1:34,1/1/2000,SAT,84.80,21.50,21.92,229.79,240.30,0.01222
0:1:35,1/1/2000,SAT,84.80,21.50,21.92,229.78,240.26,0.01219
0:1:35,1/1/2000,SAT,84.80,21.50,21.92,229.75,240.18,0.01215
0:1:35,1/1/2000,SAT,84.80,21.50,21.92,229.70,240.14,0.01197
0:1:35,1/1/2000,SAT,84.80,21.50,21.92,229.53,240.19,0.01114
0:1:36,1/1/2000,SAT,84.80,21.50,21.92,229.49,240.18,0.01099
0:1:36,1/1/2000,SAT,84.80,21.50,21.92,229.36,240.04,0.01055
0:1:36,1/1/2000,SAT,84.80,21.50,21.92,229.35,240.17,0.01037
0:1:36,1/1/2000,SAT,84.80,21.50,21.92,229.36,240.30,0.01026
0:1:37,1/1/2000,SAT,84.80,21.50,21.92,229.48,240.38,0.01070
0:1:37,1/1/2000,SAT,84.80,21.50,21.92,229.45,240.33,0.01067
0:1:37,1/1/2000,SAT,84.80,21.50,21.92,229.66,240.42,0.01148
0:1:37,1/1/2000,SAT,84.80,21.50,21.92,229.81,240.48,0.01211
0:1:38,1/1/2000,SAT,84.80,21.50,21.92,229.79,240.49,0.01199
0:1:38,1/1/2000,SAT,84.80,21.50,21.92,229.96,240.52,0.01275
0:1:38,1/1/2000,SAT,84.80,21.50,21.92,230.09,240.57,0.01325
0:1:38,1/1/2000,SAT,84.80,21.50,21.92,230.08,240.51,0.01329
0:1:39,1/1/2000,SAT,84.80,21.50,21.92,230.04,240.42,0.01322
0:1:39,1/1/2000,SAT,84.80,21.50,21.92,230.10,240.49,0.01338
0:1:39,1/1/2000,SAT,84.80,21.50,21.92,230.04,240.42,0.01320
0:1:39,1/1/2000,SAT,84.80,21.50,21.92,230.16,240.37,0.01378
0:1:40,1/1/2000,SAT,84.80,21.50,21.92,230.06,240.31,0.01339
0:1:40,1/1/2000,SAT,84.80,21.50,21.92,229.92,240.23,0.01285
0:1:40,1/1/2000,SAT,84.80,21.50,21.92,229.87,240.14,0.01271
0:1:40,1/1/2000,SAT,84.80,21.50,21.92,229.72,240.05,0.01214
0:1:41,1/1/2000,SAT,84.80,21.50,21.92,229.56,239.96,0.01152
0:1:41,1/1/2000,SAT,84.80,21.50,21.92,229.65,240.10,0.01178
0:1:41,1/1/2000,SAT,84.80,21.50,21.92,229.48,239.97,0.01114
0:1:41,1/1/2000,SAT,84.80,21.50,21.92,229.33,239.78,0.01069
0:1:42,1/1/2000,SAT,84.80,21.50,21.92,229.18,239.73,0.01007
0:1:42,1/1/2000,SAT,84.80,21.50,21.92,228.93,239.68,0.00900
0:1:42,1/1/2000,SAT,84.80,21.50,21.92,228.90,239.70,0.00880
0:1:42,1/1/2000,SAT,84.80,21.50,21.92,228.89,239.81,0.00868
0:1:43,1/1/2000,SAT,84.80,21.50,21.92,229.04,239.98,0.00918
0:1:43,1/1/2000,SAT,84.80,21.50,21.92,229.09,240.02,0.00934
0:1:43,1/1/2000,SAT,84.80,21.50,21.92,229.09,240.03,0.00933
0:1:43,1/1/2000,SAT,84.80,21.50,21.92,229.17,240.14,0.00958
0:1:44,1/1/2000,SAT,84.80,21.50,21.92,229.25,240.14,0.00995
0:1:44,1/1/2000,SAT,84.80,21.50,21.92,229.26,240.15,0.00999
0:1:44,1/1/2000,SAT,84.80,21.50,21.92,229.38,240.25,0.01043
0:1:44,1/1/2000,SAT,84.80,21.50,21.92,229.47,240.26,0.01079
0:1:45,1/1/2000,SAT,84.80,21.50,21.92,229.55,240.18,0.01127
0:1:45,1/1/2000,SAT,84.80,21.50,21.92,229.60,240.17,0.01150
0:1:45,1/1/2000,SAT,84.80,21.50,21.92,229.54,240.10,0.01127
0:1:45,1/1/2000,SAT,84.80,21.50,21.92,229.58,240.12,0.01147
0:1:46,1/1/2000,SAT,84.80,21.50,21.92,229.69,240.21,0.01184
0:1:46,1/1/2000,SAT,84.80,21.50,21.92,229.68,240.18,0.01183
0:1:46,1/1/2000,SAT,84.80,21.50,21.92,229.78,240.36,0.01210
0:1:46,1/1/2000,SAT,84.80,21.50,21.92,229.86,240.37,0.01244
0:1:47,1/1/2000,SAT,84.80,21.50,21.92,229.81,240.36,0.01225
0:1:47,1/1/2000,SAT,84.80,21.50,21.92,229.89,240.35,0.01260
0:1:47,1/1/2000,SAT,84.80,21.50,21.92,229.89,240.43,0.01252
0:1:47,1/1/2000,SAT,84.80,21.50,21.92,229.96,240.43,0.01281
0:1:48,1/1/2000,SAT,84.80,21.50,21.92,229.88,240.32,0.01259
0:1:48,1/1/2000,SAT,84.80,21.50,21.92,229.80,240.20,0.01238
0:1:48,1/1/2000,SAT,84.80,21.50,21.92,229.68,240.15,0.01184
0:1:48,1/1/2000,SAT,84.80,21.50,21.92,229.46,240.05,0.01097
0:1:49,1/1/2000,SAT,84.80,21.50,21.92,229.27,239.90,0.01031
0:1:49,1/1/2000,SAT,84.80,21.50,21.92,229.33,239.95,0.01051
0:1:49,1/1/2000,SAT,84.80,21.50,21.92,229.30,239.87,0.01047
0:1:49,1/1/2000,SAT,84.80,21.50,21.92,229.20,239.83,0.01006
0:1:50,1/1/2000,SAT,84.80,21.50,21.92,229.21,239.87,0.01006
0:1:50,1/1/2000,SAT,84.80,21.50,21.92,229.20,239.95,0.00991
0:1:50,1/1/2000,SAT,84.80,21.50,21.92,229.21,240.07,0.00982
0:1:50,1/1/2000,SAT,84.80,21.50,21.92,229.24,240.19,0.00984
0:1:51,1/1/2000,SAT,84.80,21.50,21.92,229.30,240.07,0.01023
0:1:51,1/1/2000,SAT,84.80,21.50,21.92,229.53,240.12,0.01122
0:1:51,1/1/2000,SAT,84.80,21.50,21.92,229.75,240.24,0.01210
0:1:51,1/1/2000,SAT,84.80,21.50,21.92,229.64,240.14,0.01169
0:1:52,1/1/2000,SAT,84.80,21.50,21.92,229.71,240.11,0.01202
0:1:52,1/1/2000,SAT,84.80,21.50,21.92,229.79,240.13,0.01239
0:1:52,1/1/2000,SAT,84.80,21.50,21.92,229.80,240.09,0.01248
0:1:52,1/1/2000,SAT,84.80,21.50,21.92,229.86,240.11,0.01273
0:1:53,1/1/2000,SAT,84.80,21.50,21.92,229.99,240.09,0.01333
0:1:53,1/1/2000,SAT,84.80,21.50,21.92,229.89,239.99,0.01297
0:1:53,1/1/2000,SAT,84.80,21.50,21.92,229.75,239.97,0.01237
0:1:53,1/1/2000,SAT,84.80,21.50,21.92,229.52,239.87,0.01145
0:1:54,1/1/2000,SAT,84.80,21.50,21.92,229.36,239.79,0.01081
0:1:54,1/1/2000,SAT,84.80,21.50,21.92,229.33,239.82,0.01063
0:1:54,1/1/2000,SAT,84.80,21.50,21.92,229.37,239.85,0.01077
0:1:54,1/1/2000,SAT,84.80,21.50,21.92,229.21,239.86,0.01007
0:1:55,1/1/2000,SAT,84.80,21.50,21.92,229.21,239.96,0.00997
0:1:55,1/1/2000,SAT,84.80,21.50,21.92,229.18,239.97,0.00983
0:1:55,1/1/2000,SAT,84.80,21.50,21.92,229.08,240.05,0.00927
0:1:55,1/1/2000,SAT,84.80,21.50,21.92,229.20,240.12,0.00972
0:1:56,1/1/2000,SAT,84.80,21.50,21.92,229.39,240.15,0.01058
0:1:56,1/1/2000,SAT,84.80,21.50,21.92,229.46,240.12,0.01092
0:1:56,1/1/2000,SAT,84.80,21.50,21.92,229.54,240.18,0.01121
0:1:56,1/1/2000,SAT,84.80,21.50,21.92,229.67,240.25,0.01170
0:1:57,1/1/2000,SAT,84.80,21.50,21.92,229.63,240.30,0.01147
0:1:57,1/1/2000,SAT,84.80,21.50,21.92,229.66,240.33,0.01160
0:1:57,1/1/2000,SAT,84.80,21.50,21.92,229.63,240.28,0.01149
0:1:57,1/1/2000,SAT,84.80,21.50,21.92,229.48,240.07,0.01102
0:1:58,1/1/2000,SAT,84.80,21.50,21.92,229.51,240.01,0.01123
0:1:58,1/1/2000,SAT,84.80,21.50,21.92,229.39,239.95,0.01078
0:1:58,1/1/2000,SAT,84.80,21.50,21.92,229.29,239.98,0.01029
0:1:58,1/1/2000,SAT,84.80,21.50,21.92,229.34,240.02,0.01047
0:1:59,1/1/2000,SAT,84.80,21.50,21.92,229.38,240.06,0.01060
0:1:59,1/1/2000,SAT,84.80,21.50,21.92,229.21,239.95,0.00996
0:1:59,1/1/2000,SAT,84.80,21.50,21.92,228.98,239.75,0.00912
0:1:59,1/1/2000,SAT,84.80,21.50,21.92,228.90,239.71,0.00881
0:2:0,1/1/2000,SAT,84.80,21.50,21.92,228.74,239.58,0.00825
0:2:0,1/1/2000,SAT,84.80,21.50,21.92,228.77,239.62,0.00831
0:2:0,1/1/2000,SAT,84.80,21.50,21.92,228.62,239.51,0.00778
0:2:0,1/1/2000,SAT,84.80,21.50,21.92,228.86,239.70,0.00865
0:2:1,1/1/2000,SAT,84.80,21.50,21.92,228.81,239.73,0.00838
0:2:1,1/1/2000,SAT,84.70,21.50,21.92,228.65,239.73,0.00767
0:2:1,1/1/2000,SAT,84.70,21.50,21.92,228.50,239.65,0.00709
0:2:1,1/1/2000,SAT,84.70,21.50,21.92,228.59,239.74,0.00741
0:2:2,1/1/2000,SAT,84.70,21.50,21.92,228.69,239.84,0.00776
0:2:2,1/1/2000,SAT,84.70,21.50,21.92,228.67,239.79,0.00769
0:2:2,1/1/2000,SAT,84.70,21.50,21.92,228.74,239.90,0.00789
0:2:2,1/1/2000,SAT,84.70,21.50,21.92,228.86,240.03,0.00832
0:2:3,1/1/2000,SAT,84.70,21.50,21.92,228.97,240.12,0.00870
0:2:3,1/1/2000,SAT,84.70,21.50,21.92,228.71,239.90,0.00776
0:2:3,1/1/2000,SAT,84.70,21.50,21.92,228.67,239.84,0.00764
0:2:3,1/1/2000,SAT,84.70,21.50,21.92,228.86,240.02,0.00830
0:2:4,1/1/2000,SAT,84.70,21.50,21.92,228.97,240.08,0.00875
0:2:4,1/1/2000,SAT,84.70,21.50,21.92,229.05,240.15,0.00903
0:2:4,1/1/2000,SAT,84.70,21.50,21.92,229.07,240.11,0.00915
0:2:4,1/1/2000,SAT,84.70,21.50,21.92,229.18,240.21,0.00953
0:2:5,1/1/2000,SAT,84.70,21.50,21.92,229.27,240.24,0.00993
0:2:5,1/1/2000,SAT,84.70,21.50,21.92,229.13,240.17,0.00938
0:2:5,1/1/2000,SAT,84.70,21.50,21.92,229.28,240.32,0.00991
0:2:5,1/1/2000,SAT,84.70,21.50,21.92,229.35,240.35,0.01020
0:2:6,1/1/2000,SAT,84.70,21.50,21.92,229.48,240.35,0.01075
0:2:6,1/1/2000,SAT,84.70,21.50,21.92,229.41,240.18,0.01064
0:2:6,1/1/2000,SAT,84.70,21.50,21.92,229.34,240.05,0.01043
0:2:6,1/1/2000,SAT,84.70,21.50,21.92,229.27,239.85,0.01035
0:2:7,1/1/2000,SAT,84.70,21.50,21.92,229.41,239.90,0.01090
0:2:7,1/1/2000,SAT,84.70,21.50,21.92,229.52,239.95,0.01137
0:2:7,1/1/2000,SAT,84.70,21.50,21.92,229.54,239.93,0.01146
0:2:7,1/1/2000,SAT,84.70,21.50,21.92,229.65,239.98,0.01189
0:2:8,1/1/2000,SAT,84.70,21.50,21.92,229.65,239.82,0.01209
0:2:8,1/1/2000,SAT,84.70,21.50,21.92,229.72,239.87,0.01235
0:2:8,1/1/2000,SAT,84.70,21.50,21.92,229.63,239.83,0.01199
0:2:8,1/1/2000,SAT,84.70,21.50,21.92,229.56,239.83,0.01165
0:2:9,1/1/2000,SAT,84.70,21.50,21.92,229.60,239.86,0.01180
0:2:9,1/1/2000,SAT,84.70,21.50,21.92,229.66,240.06,0.01186
0:2:9,1/1/2000,SAT,84.70,21.50,21.92,229.68,240.11,0.01192
0:2:9,1/1/2000,SAT,84.70,21.50,21.92,229.55,239.98,0.01145
0:2:10,1/1/2000,SAT,84.70,21.50,21.92,229.64,239.93,0.01190
0:2:10,1/1/2000,SAT,84.70,21.50,21.92,229.46,239.78,0.01125
0:2:10,1/1/2000,SAT,84.70,21.50,21.92,229.27,239.70,0.01050
0:2:10,1/1/2000,SAT,84.70,21.50,21.92,229.16,239.56,0.01014
0:2:11,1/1/2000,SAT,84.70,21.50,21.92,229.14,239.65,0.00998
0:2:11,1/1/2000,SAT,84.70,21.50,21.92,229.15,239.63,0.01004
0:2:11,1/1/2000,SAT,84.70,21.50,21.92,229.12,239.63,0.00990
0:2:11,1/1/2000,SAT,84.70,21.50,21.92,229.11,239.47,0.01001
0:2:12,1/1/2000,SAT,84.70,21.50,21.92,229.04,239.45,0.00973
0:2:12,1/1/2000,SAT,84.70,21.50,21.92,229.19,239.49,0.01036
0:2:12,1/1/2000,SAT,84.70,21.50,21.92,229.02,239.48,0.00959
0:2:12,1/1/2000,SAT,84.70,21.50,21.92,229.18,239.58,0.01023
0:2:13,1/1/2000,SAT,84.70,21.50,21.92,229.35,239.78,0.01077
0:2:13,1/1/2000,SAT,84.70,21.50,21.92,229.36,239.89,0.01070
0:2:13,1/1/2000,SAT,84.70,21.50,21.92,229.49,239.96,0.01121
0:2:13,1/1/2000,SAT,84.70,21.50,21.92,229.73,240.08,0.01215
0:2:14,1/1/2000,SAT,84.70,21.50,21.92,229.85,240.15,0.01263
0:2:14,1/1/2000,SAT,84.70,21.50,21.92,229.83,240.20,0.01247
0:2:14,1/1/2000,SAT,84.70,21.50,21.92,229.86,240.16,0.01268
0:2:14,1/1/2000,SAT,84.70,21.50,21.92,229.75,240.12,0.01219
0:2:15,1/1/2000,SAT,84.70,21.50,21.92,229.77,240.13,0.01227
0:2:15,1/1/2000,SAT,84.70,21.50,21.92,229.85,240.23,0.01252
0:2:15,1/1/2000,SAT,84.70,21.50,21.92,229.76,240.20,0.01218
0:2:15,1/1/2000,SAT,84.70,21.50,21.92,229.90,240.27,0.01275
0:2:16,1/1/2000,SAT,84.70,21.50,21.92,229.76,240.12,0.01225
0:2:16,1/1/2000,SAT,84.70,21.50,21.92,229.59,239.98,0.01165
0:2:16,1/1/2000,SAT,84.70,21.50,21.92,229.44,239.87,0.01108
0:2:16,1/1/2000,SAT,84.70,21.50,21.92,229.34,239.87,0.01064
0:2:17,1/1/2000,SAT,84.70,21.50,21.92,229.25,239.85,0.01027
0:2:17,1/1/2000,SAT,84.70,21.50,21.92,229.21,239.86,0.01005
0:2:17,1/1/2000,SAT,84.70,21.50,21.92,229.08,239.89,0.00945
0:2:17,1/1/2000,SAT,84.70,21.50,21.92,228.98,239.76,0.00911
0:2:18,1/1/2000,SAT,84.70,21.50,21.92,228.91,239.65,0.00894
0:2:18,1/1/2000,SAT,84.70,21.50,21.92,228.77,239.60,0.00833
0:2:18,1/1/2000,SAT,84.70,21.50,21.92,228.99,239.89,0.00904
0:2:18,1/1/2000,SAT,84.70,21.50,21.92,228.97,239.98,0.00885
0:2:19,1/1/2000,SAT,84.70,21.50,21.92,229.15,240.17,0.00948
0:2:19,1/1/2000,SAT,84.70,21.50,21.92,229.25,240.19,0.00989
0:2:19,1/1/2000,SAT,84.70,21.50,21.92,229.22,240.14,0.00983
0:2:19,1/1/2000,SAT,84.70,21.50,21.92,229.25,240.17,0.00992
0:2:20,1/1/2000,SAT,84.70,21.50,21.92,229.27,240.11,0.01007
0:2:20,1/1/2000,SAT,84.70,21.50,21.92,229.34,240.20,0.01027
0:2:20,1/1/2000,SAT,84.70,21.50,21.92,229.40,240.34,0.01042
0:2:20,1/1/2000,SAT,84.70,21.50,21.92,229.43,240.36,0.01051
0:2:21,1/1/2000,SAT,84.70,21.50,21.92,229.41,240.22,0.01058
0:2:21,1/1/2000,SAT,84.60,21.50,21.91,229.35,240.23,0.01028
0:2:21,1/1/2000,SAT,84.60,21.50,21.91,229.24,240.05,0.01001
0:2:21,1/1/2000,SAT,84.60,21.50,21.91,229.13,239.90,0.00967
0:2:22,1/1/2000,SAT,84.60,21.50,21.91,229.14,239.92,0.00966
0:2:22,1/1/2000,SAT,84.60,21.50,21.91,229.20,239.98,0.00990
0:2:22,1/1/2000,SAT,84.60,21.50,21.91,229.19,239.95,0.00988
0:2:22,1/1/2000,SAT,84.60,21.50,21.91,229.03,239.97,0.00915
0:2:23,1/1/2000,SAT,84.60,21.50,21.91,228.84,239.74,0.00852
0:2:23,1/1/2000,SAT,84.60,21.50,21.91,228.76,239.65,0.00826
0:2:23,1/1/2000,SAT,84.60,21.50,21.91,228.57,239.50,0.00758
0:2:23,1/1/2000,SAT,84.60,21.50,21.91,228.69,239.61,0.00800
0:2:24,1/1/2000,SAT,84.60,21.50,21.91,228.52,239.65,0.00720
0:2:24,1/1/2000,SAT,84.60,21.50,21.91,228.51,239.74,0.00704
0:2:24,1/1/2000,SAT,84.60,21.50,21.91,228.58,239.79,0.00733
0:2:24,1/1/2000,SAT,84.60,21.50,21.91,228.49,239.71,0.00699
0:2:25,1/1/2000,SAT,84.60,21.50,21.91,228.61,239.83,0.00739
0:2:25,1/1/2000,SAT,84.60,21.50,21.91,228.83,239.91,0.00831
0:2:25,1/1/2000,SAT,84.60,21.50,21.91,229.07,240.11,0.00918
0:2:25,1/1/2000,SAT,84.60,21.50,21.91,229.12,240.20,0.00928
0:2:26,1/1/2000,SAT,84.60,21.50,21.91,229.16,240.26,0.00941
0:2:26,1/1/2000,SAT,84.60,21.50,21.91,229.17,240.15,0.00959
0:2:26,1/1/2000,SAT,84.60,21.50,21.91,229.31,240.28,0.01007
0:2:26,1/1/2000,SAT,84.60,21.50,21.91,229.38,240.36,0.01029
0:2:27,1/1/2000,SAT,84.60,21.50,21.91,229.37,240.38,0.01025
0:2:27,1/1/2000,SAT,84.60,21.50,21.91,229.42,240.35,0.01050
0:2:27,1/1/2000,SAT,84.60,21.50,21.91,229.35,240.28,0.01025
0:2:27,1/1/2000,SAT,84.60,21.50,21.91,229.23,240.16,0.00985
0:2:28,1/1/2000,SAT,84.60,21.50,21.91,229.26,240.22,0.00993
0:2:28,1/1/2000,SAT,84.60,21.50,21.91,229.40,240.26,0.01049
0:2:28,1/1/2000,SAT,84.60,21.50,21.91,229.50,240.28,0.01090
0:2:28,1/1/2000,SAT,84.60,21.50,21.91,229.47,240.26,0.01079
0:2:29,1/1/2000,SAT,84.60,21.50,21.91,229.40,240.06,0.01070
0:2:29,1/1/2000,SAT,84.60,21.50,21.91,229.39,240.11,0.01062
0:2:29,1/1/2000,SAT,84.60,21.50,21.91,229.40,240.15,0.01061
0:2:29,1/1/2000,SAT,84.60,21.50,21.91,229.48,240.24,0.01087
0:2:30,1/1/2000,SAT,84.60,21.50,21.91,229.55,240.18,0.01127
0:2:30,1/1/2000,SAT,84.60,21.50,21.91,229.52,240.04,0.01124
0:2:30,1/1/2000,SAT,84.60,21.50,21.91,229.41,239.94,0.01087
0:2:30,1/1/2000,SAT,84.60,21.50,21.91,229.31,239.83,0.01053
0:2:31,1/1/2000,SAT,84.60,21.50,21.91,229.23,239.86,0.01013
0:2:31,1/1/2000,SAT,84.60,21.50,21.91,229.22,239.79,0.01017
0:2:31,1/1/2000,SAT,84.60,21.50,21.91,229.17,239.80,0.00992
0:2:31,1/1/2000,SAT,84.60,21.50,21.91,229.19,239.69,0.01016
