Time,Date,Day,Hum,Temp,Temp_feels,WE-mv,AUX-mv,LASER-V
0:1:34,1/1/2000,SAT,94.60,18.90,19.32,229.95,240.18,0.01272
0:1:35,1/1/2000,SAT,94.60,18.90,19.32,229.88,240.16,0.01244
0:1:35,1/1/2000,SAT,94.60,18.90,19.32,229.68,240.10,0.01169
0:1:35,1/1/2000,SAT,94.60,18.90,19.32,229.65,240.08,0.01163
0:1:35,1/1/2000,SAT,94.60,18.90,19.32,229.73,240.16,0.01175
0:1:36,1/1/2000,SAT,94.60,18.90,19.32,229.89,240.24,0.01220
0:1:36,1/1/2000,SAT,94.60,18.90,19.32,229.98,240.21,0.01271
0:1:36,1/1/2000,SAT,94.60,18.90,19.32,229.92,240.19,0.01254
0:1:36,1/1/2000,SAT,94.60,18.90,19.32,229.83,240.21,0.01205
0:1:37,1/1/2000,SAT,94.60,18.90,19.32,229.77,240.25,0.01168
0:1:37,1/1/2000,SAT,94.60,18.90,19.32,229.73,240.20,0.01163
0:1:37,1/1/2000,SAT,94.10,18.90,19.30,229.77,240.25,0.01168
0:1:37,1/1/2000,SAT,94.10,18.90,19.30,229.79,240.25,0.01172
0:1:38,1/1/2000,SAT,94.10,18.90,19.30,229.74,240.29,0.01141
0:1:38,1/1/2000,SAT,94.10,18.90,19.30,229.68,240.21,0.01135
0:1:38,1/1/2000,SAT,94.10,18.90,19.30,229.57,240.22,0.01087
0:1:38,1/1/2000,SAT,94.10,18.90,19.30,229.66,240.37,0.01079
0:1:39,1/1/2000,SAT,94.10,18.90,19.30,229.51,240.31,0.01033
0:1:39,1/1/2000,SAT,94.10,18.90,19.30,229.52,240.28,0.01044
0:1:39,1/1/2000,SAT,94.10,18.90,19.30,229.55,240.30,0.01050
0:1:39,1/1/2000,SAT,94.10,18.90,19.30,229.53,240.39,0.01016
0:1:40,1/1/2000,SAT,94.10,18.90,19.30,229.48,240.33,0.01012
0:1:40,1/1/2000,SAT,94.10,18.90,19.30,229.61,240.41,0.01044
0:1:40,1/1/2000,SAT,94.10,18.90,19.30,229.72,240.39,0.01102
0:1:40,1/1/2000,SAT,94.10,18.90,19.30,229.76,240.37,0.01122
0:1:41,1/1/2000,SAT,94.10,18.90,19.30,229.73,240.22,0.01158
0:1:41,1/1/2000,SAT,94.10,18.90,19.30,229.65,240.15,0.01140
0:1:41,1/1/2000,SAT,94.40,18.90,19.31,229.81,240.20,0.01200
0:1:41,1/1/2000,SAT,94.40,18.90,19.31,229.92,240.22,0.01243
0:1:42,1/1/2000,SAT,94.40,18.90,19.31,229.82,240.20,0.01203
0:1:42,1/1/2000,SAT,94.40,18.90,19.31,229.91,240.20,0.01243
0:1:42,1/1/2000,SAT,94.40,18.90,19.31,229.97,240.19,0.01272
0:1:42,1/1/2000,SAT,94.40,18.90,19.31,229.93,240.21,0.01249
0:1:43,1/1/2000,SAT,94.40,18.90,19.31,229.82,240.15,0.01218
0:1:43,1/1/2000,SAT,94.40,18.90,19.31,229.71,240.19,0.01157
0:1:43,1/1/2000,SAT,94.40,18.90,19.31,229.81,240.45,0.01124
0:1:43,1/1/2000,SAT,94.40,18.90,19.31,229.70,240.37,0.01096
0:1:44,1/1/2000,SAT,94.40,18.90,19.31,229.73,240.38,0.01108
0:1:44,1/1/2000,SAT,94.40,18.90,19.31,229.60,240.28,0.01080
0:1:44,1/1/2000,SAT,94.40,18.90,19.31,229.72,240.25,0.01142
0:1:44,1/1/2000,SAT,94.40,18.90,19.31,229.52,240.18,0.01076
0:1:45,1/1/2000,SAT,94.40,18.90,19.31,229.43,240.22,0.01023
0:1:45,1/1/2000,SAT,94.40,18.90,19.31,229.38,240.13,0.01029
0:1:45,1/1/2000,SAT,93.90,18.90,19.30,229.32,240.10,0.01013
0:1:45,1/1/2000,SAT,93.90,18.90,19.30,229.41,240.13,0.01042
0:1:46,1/1/2000,SAT,93.90,18.90,19.30,229.24,239.90,0.01035
0:1:46,1/1/2000,SAT,93.90,18.90,19.30,229.31,239.88,0.01073
0:1:46,1/1/2000,SAT,93.90,18.90,19.30,229.19,239.83,0.01034
0:1:46,1/1/2000,SAT,93.90,18.90,19.30,229.17,240.04,0.00960
0:1:47,1/1/2000,SAT,93.90,18.90,19.30,229.10,240.07,0.00923
0:1:47,1/1/2000,SAT,93.90,18.90,19.30,229.25,240.11,0.00975
0:1:47,1/1/2000,SAT,93.90,18.90,19.30,229.32,240.16,0.00991
0:1:47,1/1/2000,SAT,93.90,18.90,19.30,229.42,240.26,0.01008
0:1:48,1/1/2000,SAT,93.90,18.90,19.30,229.44,240.34,0.00992
0:1:48,1/1/2000,SAT,93.90,18.90,19.30,229.36,240.31,0.00964
0:1:48,1/1/2000,SAT,93.90,18.90,19.30,229.51,240.42,0.00999
0:1:48,1/1/2000,SAT,93.90,18.90,19.30,229.48,240.47,0.00968
0:1:49,1/1/2000,SAT,93.90,18.90,19.30,229.48,240.46,0.00968
0:1:49,1/1/2000,SAT,93.90,18.90,19.30,229.57,240.40,0.01029
0:1:49,1/1/2000,SAT,93.50,18.90,19.29,229.71,240.48,0.01068
0:1:49,1/1/2000,SAT,93.50,18.90,19.29,229.77,240.56,0.01073
0:1:50,1/1/2000,SAT,93.50,18.90,19.29,229.77,240.51,0.01084
0:1:50,1/1/2000,SAT,93.50,18.90,19.29,229.65,240.44,0.01056
0:1:50,1/1/2000,SAT,93.50,18.90,19.29,229.63,240.44,0.01043
0:1:50,1/1/2000,SAT,93.50,18.90,19.29,229.73,240.57,0.01053
0:1:51,1/1/2000,SAT,93.50,18.90,19.29,229.69,240.57,0.01031
0:1:51,1/1/2000,SAT,93.50,18.90,19.29,229.73,240.62,0.01034
0:1:51,1/1/2000,SAT,93.50,18.90,19.29,229.77,240.71,0.01026
0:1:51,1/1/2000,SAT,93.50,18.90,19.29,229.74,240.69,0.01017
0:1:52,1/1/2000,SAT,93.50,18.90,19.29,229.56,240.51,0.00993
0:1:52,1/1/2000,SAT,93.50,18.90,19.29,229.52,240.40,0.01007
0:1:52,1/1/2000,SAT,93.50,18.90,19.29,229.54,240.41,0.01015
0:1:52,1/1/2000,SAT,93.50,18.90,19.29,229.54,240.38,0.01024
0:1:53,1/1/2000,SAT,93.50,18.90,19.29,229.56,240.37,0.01034
0:1:53,1/1/2000,SAT,93.50,18.90,19.29,229.42,240.23,0.01017
0:1:53,1/1/2000,SAT,93.80,18.90,19.29,229.30,240.05,0.01014
0:1:53,1/1/2000,SAT,93.80,18.90,19.29,229.23,239.88,0.01040
0:1:54,1/1/2000,SAT,93.80,18.90,19.29,229.19,239.80,0.01041
0:1:54,1/1/2000,SAT,93.80,18.90,19.29,229.15,239.75,0.01040
0:1:54,1/1/2000,SAT,93.80,18.90,19.29,229.32,239.95,0.01058
0:1:54,1/1/2000,SAT,93.80,18.90,19.29,229.26,240.02,0.01008
0:1:55,1/1/2000,SAT,93.80,18.90,19.29,229.19,239.94,0.00999
0:1:55,1/1/2000,SAT,93.80,18.90,19.29,229.30,240.03,0.01024
0:1:55,1/1/2000,SAT,93.80,18.90,19.29,229.32,240.10,0.01011
0:1:55,1/1/2000,SAT,93.80,18.90,19.29,229.38,240.13,0.01026
0:1:56,1/1/2000,SAT,93.80,18.90,19.29,229.42,240.20,0.01026
0:1:56,1/1/2000,SAT,93.80,18.90,19.29,229.62,240.39,0.01056
0:1:56,1/1/2000,SAT,93.80,18.90,19.29,229.75,240.43,0.01103
0:1:56,1/1/2000,SAT,93.80,18.90,19.29,229.78,240.51,0.01090
0:1:57,1/1/2000,SAT,93.80,18.90,19.29,229.72,240.33,0.01117
0:1:57,1/1/2000,SAT,93.80,18.90,19.29,229.80,240.39,0.01137
0:1:57,1/1/2000,SAT,93.80,18.90,19.29,229.94,240.50,0.01168
0:1:57,1/1/2000,SAT,93.80,18.90,19.29,229.95,240.53,0.01160
0:1:58,1/1/2000,SAT,93.80,18.90,19.29,229.99,240.51,0.01185
0:1:58,1/1/2000,SAT,93.80,18.90,19.29,229.96,240.45,0.01189
0:1:58,1/1/2000,SAT,93.80,18.90,19.29,230.08,240.52,0.01224
0:1:58,1/1/2000,SAT,93.80,18.90,19.29,230.03,240.50,0.01203
0:1:59,1/1/2000,SAT,93.80,18.90,19.29,229.99,240.52,0.01185
0:1:59,1/1/2000,SAT,93.80,18.90,19.29,230.02,240.49,0.01204
0:1:59,1/1/2000,SAT,93.80,18.90,19.29,230.00,240.56,0.01174
0:1:59,1/1/2000,SAT,93.80,18.90,19.29,230.04,240.60,0.01180
0:2:0,1/1/2000,SAT,93.80,18.90,19.29,230.12,240.61,0.01215
0:2:0,1/1/2000,SAT,93.80,18.90,19.29,230.11,240.52,0.01238
0:2:0,1/1/2000,SAT,93.80,18.90,19.29,230.19,240.53,0.01268
0:2:0,1/1/2000,SAT,93.80,18.90,19.29,230.32,240.57,0.01314
0:2:1,1/1/2000,SAT,93.80,18.90,19.29,230.37,240.59,0.01332
0:2:1,1/1/2000,SAT,93.80,18.90,19.29,230.32,240.44,0.01355
0:2:1,1/1/2000,SAT,94.10,18.90,19.30,230.30,240.40,0.01359
0:2:1,1/1/2000,SAT,94.10,18.90,19.30,230.37,240.40,0.01388
0:2:2,1/1/2000,SAT,94.10,18.90,19.30,230.37,240.41,0.01387
0:2:2,1/1/2000,SAT,94.10,18.90,19.30,230.24,240.20,0.01393
0:2:2,1/1/2000,SAT,94.10,18.90,19.30,230.18,240.18,0.01373
0:2:2,1/1/2000,SAT,94.10,18.90,19.30,230.19,240.19,0.01370
0:2:3,1/1/2000,SAT,94.10,18.90,19.30,230.20,240.17,0.01381
0:2:3,1/1/2000,SAT,94.10,18.90,19.30,230.19,240.25,0.01356
0:2:3,1/1/2000,SAT,94.10,18.90,19.30,230.14,240.21,0.01345
0:2:3,1/1/2000,SAT,94.10,18.90,19.30,230.15,240.26,0.01332
0:2:4,1/1/2000,SAT,94.10,18.90,19.30,230.24,240.28,0.01367
0:2:4,1/1/2000,SAT,94.10,18.90,19.30,230.20,240.35,0.01330
0:2:4,1/1/2000,SAT,94.10,18.90,19.30,230.29,240.37,0.01363
0:2:4,1/1/2000,SAT,94.10,18.90,19.30,230.38,240.47,0.01372
0:2:5,1/1/2000,SAT,94.10,18.90,19.30,230.36,240.52,0.01348
0:2:5,1/1/2000,SAT,94.10,18.90,19.30,230.33,240.50,0.01339
0:2:5,1/1/2000,SAT,94.40,18.90,19.31,230.18,240.51,0.01271
0:2:5,1/1/2000,SAT,94.40,18.90,19.31,230.05,240.37,0.01252
0:2:6,1/1/2000,SAT,94.40,18.90,19.31,229.87,240.31,0.01194
0:2:6,1/1/2000,SAT,94.40,18.90,19.31,229.72,240.31,0.01124
0:2:6,1/1/2000,SAT,94.40,18.90,19.31,229.70,240.29,0.01124
0:2:6,1/1/2000,SAT,94.40,18.90,19.31,229.62,240.17,0.01122
0:2:7,1/1/2000,SAT,94.40,18.90,19.31,229.52,240.16,0.01080
0:2:7,1/1/2000,SAT,94.40,18.90,19.31,229.54,240.21,0.01075
0:2:7,1/1/2000,SAT,94.40,18.90,19.31,229.48,240.18,0.01058
0:2:7,1/1/2000,SAT,94.40,18.90,19.31,229.56,240.20,0.01089
0:2:8,1/1/2000,SAT,94.40,18.90,19.31,229.69,240.22,0.01139
0:2:8,1/1/2000,SAT,94.40,18.90,19.31,229.72,240.18,0.01167
0:2:8,1/1/2000,SAT,94.40,18.90,19.31,229.89,240.22,0.01232
0:2:8,1/1/2000,SAT,94.40,18.90,19.31,230.06,240.31,0.01280
0:2:9,1/1/2000,SAT,94.40,18.90,19.31,230.17,240.39,0.01303
0:2:9,1/1/2000,SAT,94.40,18.90,19.31,230.24,240.42,0.01322
0:2:9,1/1/2000,SAT,93.70,18.90,19.29,230.25,240.43,0.01326
0:2:9,1/1/2000,SAT,93.70,18.90,19.29,230.18,240.35,0.01320
0:2:10,1/1/2000,SAT,93.70,18.90,19.29,230.20,240.30,0.01341
0:2:10,1/1/2000,SAT,93.70,18.90,19.29,230.06,240.33,0.01270
0:2:10,1/1/2000,SAT,93.70,18.90,19.29,229.92,240.25,0.01230
0:2:10,1/1/2000,SAT,93.70,18.90,19.29,229.95,240.30,0.01230
0:2:11,1/1/2000,SAT,93.70,18.90,19.29,229.86,240.31,0.01189
0:2:11,1/1/2000,SAT,93.70,18.90,19.29,229.78,240.20,0.01186
0:2:11,1/1/2000,SAT,93.70,18.90,19.29,229.57,240.09,0.01126
0:2:11,1/1/2000,SAT,93.70,18.90,19.29,229.37,240.11,0.01027
0:2:12,1/1/2000,SAT,93.70,18.90,19.29,229.33,240.13,0.01005
0:2:12,1/1/2000,SAT,93.70,18.90,19.29,229.25,240.11,0.00975
0:2:12,1/1/2000,SAT,93.70,18.90,19.29,229.26,240.18,0.00958
0:2:12,1/1/2000,SAT,93.70,18.90,19.29,229.22,240.14,0.00951
0:2:13,1/1/2000,SAT,93.70,18.90,19.29,229.17,240.09,0.00947
0:2:13,1/1/2000,SAT,93.70,18.90,19.29,229.08,240.14,0.00891
0:2:13,1/1/2000,SAT,92.90,18.90,19.27,229.07,240.18,0.00872
0:2:13,1/1/2000,SAT,92.90,18.90,19.27,229.13,240.28,0.00871
0:2:14,1/1/2000,SAT,92.90,18.90,19.27,229.07,240.30,0.00835
0:2:14,1/1/2000,SAT,92.90,18.90,19.27,229.19,240.22,0.00914
0:2:14,1/1/2000,SAT,92.90,18.90,19.27,229.19,240.26,0.00903
0:2:14,1/1/2000,SAT,92.90,18.90,19.27,229.33,240.36,0.00934
0:2:15,1/1/2000,SAT,92.90,18.90,19.27,229.26,240.22,0.00948
0:2:15,1/1/2000,SAT,92.90,18.90,19.27,229.32,240.26,0.00960
0:2:15,1/1/2000,SAT,92.90,18.90,19.27,229.38,240.27,0.00984
0:2:15,1/1/2000,SAT,92.90,18.90,19.27,229.36,240.24,0.00984
0:2:16,1/1/2000,SAT,92.90,18.90,19.27,229.29,240.21,0.00963
0:2:16,1/1/2000,SAT,92.90,18.90,19.27,229.21,240.18,0.00935
0:2:16,1/1/2000,SAT,92.90,18.90,19.27,229.22,240.10,0.00964
0:2:16,1/1/2000,SAT,92.90,18.90,19.27,229.15,240.07,0.00941
0:2:17,1/1/2000,SAT,92.90,18.90,19.27,229.11,240.01,0.00946
0:2:17,1/1/2000,SAT,92.90,18.90,19.27,229.01,239.89,0.00936
0:2:17,1/1/2000,SAT,93.10,18.90,19.28,228.96,239.89,0.00912
0:2:17,1/1/2000,SAT,93.10,18.90,19.28,228.90,239.86,0.00897
0:2:18,1/1/2000,SAT,93.10,18.90,19.28,228.91,239.90,0.00888
0:2:18,1/1/2000,SAT,93.10,18.90,19.28,229.00,239.88,0.00932
0:2:18,1/1/2000,SAT,93.10,18.90,19.28,229.03,239.93,0.00933
0:2:18,1/1/2000,SAT,93.10,18.90,19.28,229.05,239.83,0.00970
0:2:19,1/1/2000,SAT,93.10,18.90,19.28,228.99,240.00,0.00891
0:2:19,1/1/2000,SAT,93.10,18.90,19.28,228.96,240.09,0.00850
0:2:19,1/1/2000,SAT,93.10,18.90,19.28,229.06,240.06,0.00904
0:2:19,1/1/2000,SAT,93.10,18.90,19.28,229.09,240.13,0.00897
0:2:20,1/1/2000,SAT,93.10,18.90,19.28,229.17,240.24,0.00899
0:2:20,1/1/2000,SAT,93.10,18.90,19.28,229.15,240.22,0.00895
0:2:20,1/1/2000,SAT,93.10,18.90,19.28,229.11,240.26,0.00868
0:2:20,1/1/2000,SAT,93.10,18.90,19.28,229.14,240.33,0.00862
0:2:21,1/1/2000,SAT,93.10,18.90,19.28,229.18,240.29,0.00887
0:2:21,1/1/2000,SAT,93.10,18.90,19.28,229.23,240.43,0.00870
0:2:21,1/1/2000,SAT,93.00,18.90,19.27,229.42,240.32,0.00990
0:2:21,1/1/2000,SAT,93.00,18.90,19.27,229.58,240.33,0.01056
0:2:22,1/1/2000,SAT,93.00,18.90,19.27,229.55,240.40,0.01022
0:2:22,1/1/2000,SAT,93.00,18.90,19.27,229.60,240.40,0.01041
0:2:22,1/1/2000,SAT,93.00,18.90,19.27,229.59,240.36,0.01053
0:2:22,1/1/2000,SAT,93.00,18.90,19.27,229.69,240.45,0.01070
0:2:23,1/1/2000,SAT,93.00,18.90,19.27,229.71,240.37,0.01102
0:2:23,1/1/2000,SAT,93.00,18.90,19.27,229.76,240.48,0.01092
0:2:23,1/1/2000,SAT,93.00,18.90,19.27,229.75,240.48,0.01088
0:2:23,1/1/2000,SAT,93.00,18.90,19.27,229.63,240.38,0.01065
0:2:24,1/1/2000,SAT,93.00,18.90,19.27,229.61,240.48,0.01023
0:2:24,1/1/2000,SAT,93.00,18.90,19.27,229.69,240.51,0.01051
0:2:24,1/1/2000,SAT,93.00,18.90,19.27,229.72,240.53,0.01056
0:2:24,1/1/2000,SAT,93.00,18.90,19.27,229.73,240.53,0.01062
0:2:25,1/1/2000,SAT,93.00,18.90,19.27,229.75,240.58,0.01054
0:2:25,1/1/2000,SAT,93.00,18.90,19.27,229.76,240.53,0.01078
0:2:25,1/1/2000,SAT,93.40,18.90,19.28,229.77,240.54,0.01076
0:2:25,1/1/2000,SAT,93.40,18.90,19.28,229.58,240.39,0.01041
0:2:26,1/1/2000,SAT,93.40,18.90,19.28,229.61,240.33,0.01068
0:2:26,1/1/2000,SAT,93.40,18.90,19.28,229.68,240.35,0.01095
0:2:26,1/1/2000,SAT,93.40,18.90,19.28,229.60,240.27,0.01082
0:2:26,1/1/2000,SAT,93.40,18.90,19.28,229.51,240.24,0.01054
0:2:27,1/1/2000,SAT,93.40,18.90,19.28,229.57,240.18,0.01099
0:2:27,1/1/2000,SAT,93.40,18.90,19.28,229.54,240.25,0.01064
0:2:27,1/1/2000,SAT,93.40,18.90,19.28,229.50,240.16,0.01072
0:2:27,1/1/2000,SAT,93.40,18.90,19.28,229.43,240.16,0.01039
0:2:28,1/1/2000,SAT,93.40,18.90,19.28,229.54,240.26,0.01060
0:2:28,1/1/2000,SAT,93.40,18.90,19.28,229.62,240.31,0.01079
0:2:28,1/1/2000,SAT,93.40,18.90,19.28,229.63,240.40,0.01058
0:2:28,1/1/2000,SAT,93.40,18.90,19.28,229.58,240.35,0.01051
0:2:29,1/1/2000,SAT,93.40,18.90,19.28,229.77,240.44,0.01106
0:2:29,1/1/2000,SAT,93.40,18.90,19.28,229.80,240.43,0.01125
0:2:29,1/1/2000,SAT,93.00,18.90,19.27,229.61,240.33,0.01071
0:2:29,1/1/2000,SAT,93.00,18.90,19.27,229.61,240.25,0.01093
0:2:30,1/1/2000,SAT,93.00,18.90,19.27,229.68,240.32,0.01103
0:2:30,1/1/2000,SAT,93.00,18.90,19.27,229.74,240.30,0.01137
0:2:30,1/1/2000,SAT,93.00,18.90,19.27,229.76,240.23,0.01167
0:2:30,1/1/2000,SAT,93.00,18.90,19.27,229.80,240.17,0.01205
